saul_sample,param,sample,date,time,tank_side,of_start,no_start,fps,adj_top_of,adj_top_no,adj_right_of,adj_right_no,of_end,no_end,assay,quadrant,intensity_floor,intensity_ceiling,area_floor,area_ceiling,bgsub,num_animals,cab_coords
20191120_1251_outbred-A-1_R_C__open_field__q3,no_bg_sub_area_min_10_int_max_150,20191120_1251_outbred-A-1_R_C,20191120,1251,R,1259,21099,30,-4,-4,-4,-4,19259,39099,open_field,q3,0,150,10,5000,False,2,Right
20191120_1251_outbred-A-1_R_C__open_field__q4,no_bg_sub_area_min_10_int_max_150,20191120_1251_outbred-A-1_R_C,20191120,1251,R,1259,21099,30,-4,-4,-4,-4,19259,39099,open_field,q4,0,150,10,5000,False,2,Right
20191120_1304_140-3_L_C__novel_object__q1,area_min_25,20191120_1304_140-3_L_C,20191120,1304,L,1314,20085,30,-22,-22,-4,-4,19314,38085,novel_object,q1,0,200,25,5000,True,2,Bottom
20191120_1304_140-3_L_C__novel_object__q2,int_max_140,20191120_1304_140-3_L_C,20191120,1304,L,1314,20085,30,-22,-22,-4,-4,19314,38085,novel_object,q2,0,140,100,5000,True,2,Top
20191120_1304_140-3_L_C__novel_object__q3,int_max_140,20191120_1304_140-3_L_C,20191120,1304,L,1314,20085,30,-22,-22,-4,-4,19314,38085,novel_object,q3,0,140,100,5000,True,2,Bottom
20191120_1304_140-3_L_C__novel_object__q4,int_max_160_area_min_25,20191120_1304_140-3_L_C,20191120,1304,L,1314,20085,30,-22,-22,-4,-4,19314,38085,novel_object,q4,0,160,25,5000,True,2,Right
20191120_1304_140-3_L_C__open_field__q1,default,20191120_1304_140-3_L_C,20191120,1304,L,1314,20085,30,-22,-22,-4,-4,19314,38085,open_field,q1,0,200,100,5000,True,2,Top
20191120_1304_140-3_L_C__open_field__q2,no_bg_sub_area_min_10,20191120_1304_140-3_L_C,20191120,1304,L,1314,20085,30,-22,-22,-4,-4,19314,38085,open_field,q2,0,170,10,5000,False,2,Right
20191120_1304_140-3_L_C__open_field__q3,no_bg_sub_area_min_10_int_max_150,20191120_1304_140-3_L_C,20191120,1304,L,1314,20085,30,-22,-22,-4,-4,19314,38085,open_field,q3,0,150,10,5000,False,2,Bottom
20191120_1304_140-3_L_C__open_field__q4,no_bg_sub_area_min_10_int_max_150,20191120_1304_140-3_L_C,20191120,1304,L,1314,20085,30,-22,-22,-4,-4,19314,38085,open_field,q4,0,150,10,5000,False,2,Left
20191120_1319_138-1_R_C__novel_object__q1,int_max_160_area_min_25,20191120_1319_138-1_R_C,20191120,1319,R,1553,20470,30,0,0,-5,-5,19553,38470,novel_object,q1,0,160,25,5000,True,2,Top
20191120_1319_138-1_R_C__novel_object__q2,int_max_160_area_min_25,20191120_1319_138-1_R_C,20191120,1319,R,1553,20470,30,0,0,-5,-5,19553,38470,novel_object,q2,0,160,25,5000,True,2,Top
20191120_1319_138-1_R_C__novel_object__q3,int_max_160_area_min_25,20191120_1319_138-1_R_C,20191120,1319,R,1553,20470,30,0,0,-5,-5,19553,38470,novel_object,q3,0,160,25,5000,True,2,Right
20191120_1319_138-1_R_C__novel_object__q4,int_max_160_area_min_25,20191120_1319_138-1_R_C,20191120,1319,R,1553,20470,30,0,0,-5,-5,19553,38470,novel_object,q4,0,160,25,5000,True,2,Left
20191120_1319_138-1_R_C__open_field__q1,no_bg_sub_area_min_10,20191120_1319_138-1_R_C,20191120,1319,R,1553,20470,30,0,0,-5,-5,19553,38470,open_field,q1,0,170,10,5000,False,2,Top
20191120_1319_138-1_R_C__open_field__q2,no_bg_sub_area_min_10,20191120_1319_138-1_R_C,20191120,1319,R,1553,20470,30,0,0,-5,-5,19553,38470,open_field,q2,0,170,10,5000,False,2,Top
20191120_1319_138-1_R_C__open_field__q3,default,20191120_1319_138-1_R_C,20191120,1319,R,1553,20470,30,0,0,-5,-5,19553,38470,open_field,q3,0,200,100,5000,True,2,Bottom
20191120_1319_138-1_R_C__open_field__q4,no_bg_sub_area_min_10_int_max_150,20191120_1319_138-1_R_C,20191120,1319,R,1553,20470,30,0,0,-5,-5,19553,38470,open_field,q4,0,150,10,5000,False,2,Bottom
20191120_1332_outbred-A-2_L_C__novel_object__q1,int_max_160_area_min_25,20191120_1332_outbred-A-2_L_C,20191120,1332,L,1187,19916,30,-18,-18,6,6,19187,37916,novel_object,q1,0,160,25,5000,True,2,Top
20191120_1332_outbred-A-2_L_C__novel_object__q2,int_max_140,20191120_1332_outbred-A-2_L_C,20191120,1332,L,1187,19916,30,-18,-18,6,6,19187,37916,novel_object,q2,0,140,100,5000,True,2,Bottom
20191120_1332_outbred-A-2_L_C__novel_object__q3,int_max_160_area_min_25,20191120_1332_outbred-A-2_L_C,20191120,1332,L,1187,19916,30,-18,-18,6,6,19187,37916,novel_object,q3,0,160,25,5000,True,2,Right
20191120_1332_outbred-A-2_L_C__novel_object__q4,int_max_160_area_min_25,20191120_1332_outbred-A-2_L_C,20191120,1332,L,1187,19916,30,-18,-18,6,6,19187,37916,novel_object,q4,0,160,25,5000,True,2,Top
20191120_1332_outbred-A-2_L_C__open_field__q1,no_bg_sub_area_min_10_int_max_150,20191120_1332_outbred-A-2_L_C,20191120,1332,L,1187,19916,30,-18,-18,6,6,19187,37916,open_field,q1,0,150,10,5000,False,2,Top
20191120_1332_outbred-A-2_L_C__open_field__q2,no_bg_sub,20191120_1332_outbred-A-2_L_C,20191120,1332,L,1187,19916,30,-18,-18,6,6,19187,37916,open_field,q2,0,170,100,5000,False,2,Left
20191120_1332_outbred-A-2_L_C__open_field__q3,no_bg_sub_area_min_10,20191120_1332_outbred-A-2_L_C,20191120,1332,L,1187,19916,30,-18,-18,6,6,19187,37916,open_field,q3,0,170,10,5000,False,2,Left
20191120_1332_outbred-A-2_L_C__open_field__q4,no_bg_sub_area_min_10_int_max_150,20191120_1332_outbred-A-2_L_C,20191120,1332,L,1187,19916,30,-18,-18,6,6,19187,37916,open_field,q4,0,150,10,5000,False,2,Bottom
20191120_1349_outbred-A-3_R_C__novel_object__q1,int_max_160_area_min_25,20191120_1349_outbred-A-3_R_C,20191120,1349,R,1343,19967,30,-3,-3,-3,-3,19343,37967,novel_object,q1,0,160,25,5000,True,2,Right
20191120_1349_outbred-A-3_R_C__novel_object__q2,int_max_160_area_min_25,20191120_1349_outbred-A-3_R_C,20191120,1349,R,1343,19967,30,-3,-3,-3,-3,19343,37967,novel_object,q2,0,160,25,5000,True,2,Left
20191120_1349_outbred-A-3_R_C__novel_object__q3,int_max_160_area_min_25,20191120_1349_outbred-A-3_R_C,20191120,1349,R,1343,19967,30,-3,-3,-3,-3,19343,37967,novel_object,q3,0,160,25,5000,True,2,Right
20191120_1349_outbred-A-3_R_C__novel_object__q4,area_min_25,20191120_1349_outbred-A-3_R_C,20191120,1349,R,1343,19967,30,-3,-3,-3,-3,19343,37967,novel_object,q4,0,200,25,5000,True,2,Top
20191120_1349_outbred-A-3_R_C__open_field__q1,no_bg_sub_area_min_10_int_max_150,20191120_1349_outbred-A-3_R_C,20191120,1349,R,1343,19967,30,-3,-3,-3,-3,19343,37967,open_field,q1,0,150,10,5000,False,2,Bottom
20191120_1349_outbred-A-3_R_C__open_field__q2,no_bg_sub,20191120_1349_outbred-A-3_R_C,20191120,1349,R,1343,19967,30,-3,-3,-3,-3,19343,37967,open_field,q2,0,170,100,5000,False,2,Top
20191120_1349_outbred-A-3_R_C__open_field__q3,no_bg_sub_area_min_10_int_max_150,20191120_1349_outbred-A-3_R_C,20191120,1349,R,1343,19967,30,-3,-3,-3,-3,19343,37967,open_field,q3,0,150,10,5000,False,2,Bottom
20191120_1349_outbred-A-3_R_C__open_field__q4,no_bg_sub_area_min_10,20191120_1349_outbred-A-3_R_C,20191120,1349,R,1343,19967,30,-3,-3,-3,-3,19343,37967,open_field,q4,0,170,10,5000,False,2,Right
20191120_1401_outbred-A-4_L_C__novel_object__q1,int_max_140,20191120_1401_outbred-A-4_L_C,20191120,1401,L,1272,19873,30,-18,-18,6,6,19272,37873,novel_object,q1,0,140,100,5000,True,2,Top
20191120_1401_outbred-A-4_L_C__novel_object__q2,int_max_140,20191120_1401_outbred-A-4_L_C,20191120,1401,L,1272,19873,30,-18,-18,6,6,19272,37873,novel_object,q2,0,140,100,5000,True,2,Left
20191120_1401_outbred-A-4_L_C__novel_object__q3,int_max_140,20191120_1401_outbred-A-4_L_C,20191120,1401,L,1272,19873,30,-18,-18,6,6,19272,37873,novel_object,q3,0,140,100,5000,True,2,Top
20191120_1401_outbred-A-4_L_C__novel_object__q4,no_bg_subint_max_175_area_min_200,20191120_1401_outbred-A-4_L_C,20191120,1401,L,1272,19873,30,-18,-18,6,6,19272,37873,novel_object,q4,0,175,200,2000,True,2,Right
20191120_1401_outbred-A-4_L_C__open_field__q1,no_bg_sub_area_min_10_int_max_150,20191120_1401_outbred-A-4_L_C,20191120,1401,L,1272,19873,30,-18,-18,6,6,19272,37873,open_field,q1,0,150,10,5000,False,2,Right
20191120_1401_outbred-A-4_L_C__open_field__q2,no_bg_sub_area_min_10,20191120_1401_outbred-A-4_L_C,20191120,1401,L,1272,19873,30,-18,-18,6,6,19272,37873,open_field,q2,0,170,10,5000,False,2,Right
20191120_1401_outbred-A-4_L_C__open_field__q3,no_bg_sub_area_min_10,20191120_1401_outbred-A-4_L_C,20191120,1401,L,1272,19873,30,-18,-18,6,6,19272,37873,open_field,q3,0,170,10,5000,False,2,Left
20191120_1401_outbred-A-4_L_C__open_field__q4,no_bg_sub_area_min_10_int_max_150,20191120_1401_outbred-A-4_L_C,20191120,1401,L,1272,19873,30,-18,-18,6,6,19272,37873,open_field,q4,0,150,10,5000,False,2,Bottom
20191120_1416_iCab_R_C__novel_object__q1,int_max_140,20191120_1416_iCab_R_C,20191120,1416,R,1678,20344,30,0,0,-1,-1,19678,38344,novel_object,q1,0,140,100,5000,True,2,NA
20191120_1416_iCab_R_C__novel_object__q2,int_max_140,20191120_1416_iCab_R_C,20191120,1416,R,1678,20344,30,0,0,-1,-1,19678,38344,novel_object,q2,0,140,100,5000,True,2,NA
20191120_1416_iCab_R_C__novel_object__q3,int_max_140,20191120_1416_iCab_R_C,20191120,1416,R,1678,20344,30,0,0,-1,-1,19678,38344,novel_object,q3,0,140,100,5000,True,2,NA
20191120_1416_iCab_R_C__novel_object__q4,int_max_140,20191120_1416_iCab_R_C,20191120,1416,R,1678,20344,30,0,0,-1,-1,19678,38344,novel_object,q4,0,140,100,5000,True,2,NA
20191120_1416_iCab_R_C__open_field__q1,no_bg_sub_area_min_10_int_max_150,20191120_1416_iCab_R_C,20191120,1416,R,1678,20344,30,0,0,-1,-1,19678,38344,open_field,q1,0,150,10,5000,False,2,NA
20191120_1416_iCab_R_C__open_field__q2,no_bg_sub_area_min_10,20191120_1416_iCab_R_C,20191120,1416,R,1678,20344,30,0,0,-1,-1,19678,38344,open_field,q2,0,170,10,5000,False,2,NA
20191120_1416_iCab_R_C__open_field__q3,no_bg_sub_area_min_10_int_max_150,20191120_1416_iCab_R_C,20191120,1416,R,1678,20344,30,0,0,-1,-1,19678,38344,open_field,q3,0,150,10,5000,False,2,NA
20191120_1416_iCab_R_C__open_field__q4,no_bg_sub,20191120_1416_iCab_R_C,20191120,1416,R,1678,20344,30,0,0,-1,-1,19678,38344,open_field,q4,0,170,100,5000,False,2,NA
20191120_1428_outbred-system_L_C__novel_object__q1,no_bg_subint_max_175_area_min_200,20191120_1428_outbred-system_L_C,20191120,1428,L,1272,20170,30,-12,-12,4,4,19272,38170,novel_object,q1,0,175,200,2000,True,2,Left
20191120_1428_outbred-system_L_C__novel_object__q2,int_max_160_area_min_25,20191120_1428_outbred-system_L_C,20191120,1428,L,1272,20170,30,-12,-12,4,4,19272,38170,novel_object,q2,0,160,25,5000,True,2,Left
20191120_1428_outbred-system_L_C__novel_object__q3,int_max_140,20191120_1428_outbred-system_L_C,20191120,1428,L,1272,20170,30,-12,-12,4,4,19272,38170,novel_object,q3,0,140,100,5000,True,2,Right
20191120_1428_outbred-system_L_C__novel_object__q4,int_max_140,20191120_1428_outbred-system_L_C,20191120,1428,L,1272,20170,30,-12,-12,4,4,19272,38170,novel_object,q4,0,140,100,5000,True,2,Left
20191120_1428_outbred-system_L_C__open_field__q1,no_bg_sub_area_min_10,20191120_1428_outbred-system_L_C,20191120,1428,L,1272,20170,30,-12,-12,4,4,19272,38170,open_field,q1,0,170,10,5000,False,2,Right
20191120_1428_outbred-system_L_C__open_field__q2,no_bg_sub,20191120_1428_outbred-system_L_C,20191120,1428,L,1272,20170,30,-12,-12,4,4,19272,38170,open_field,q2,0,170,100,5000,False,2,Bottom
20191120_1428_outbred-system_L_C__open_field__q3,no_bg_sub,20191120_1428_outbred-system_L_C,20191120,1428,L,1272,20170,30,-12,-12,4,4,19272,38170,open_field,q3,0,170,100,5000,False,2,Left
20191120_1428_outbred-system_L_C__open_field__q4,no_bg_sub,20191120_1428_outbred-system_L_C,20191120,1428,L,1272,20170,30,-12,-12,4,4,19272,38170,open_field,q4,0,170,100,5000,False,2,Top
20191120_1446_outbred-1_R_C__novel_object__q1,int_max_140,20191120_1446_outbred-1_R_C,20191120,1446,R,1427,20303,30,-3,-3,0,0,19427,38303,novel_object,q1,0,140,100,5000,True,2,Top
20191120_1446_outbred-1_R_C__novel_object__q2,int_max_140,20191120_1446_outbred-1_R_C,20191120,1446,R,1427,20303,30,-3,-3,0,0,19427,38303,novel_object,q2,0,140,100,5000,True,2,Top
20191120_1446_outbred-1_R_C__novel_object__q3,int_max_140,20191120_1446_outbred-1_R_C,20191120,1446,R,1427,20303,30,-3,-3,0,0,19427,38303,novel_object,q3,0,140,100,5000,True,2,Left
20191120_1446_outbred-1_R_C__novel_object__q4,int_max_140,20191120_1446_outbred-1_R_C,20191120,1446,R,1427,20303,30,-3,-3,0,0,19427,38303,novel_object,q4,0,140,100,5000,True,2,Left
20191120_1446_outbred-1_R_C__open_field__q1,no_bg_sub_area_min_10_int_max_150,20191120_1446_outbred-1_R_C,20191120,1446,R,1427,20303,30,-3,-3,0,0,19427,38303,open_field,q1,0,150,10,5000,False,2,Top
20191120_1446_outbred-1_R_C__open_field__q2,no_bg_sub_area_min_10,20191120_1446_outbred-1_R_C,20191120,1446,R,1427,20303,30,-3,-3,0,0,19427,38303,open_field,q2,0,170,10,5000,False,2,Right
20191120_1446_outbred-1_R_C__open_field__q3,no_bg_sub_area_min_10,20191120_1446_outbred-1_R_C,20191120,1446,R,1427,20303,30,-3,-3,0,0,19427,38303,open_field,q3,0,170,10,5000,False,2,Bottom
20191120_1446_outbred-1_R_C__open_field__q4,no_bg_sub_area_min_10,20191120_1446_outbred-1_R_C,20191120,1446,R,1427,20303,30,-3,-3,0,0,19427,38303,open_field,q4,0,170,10,5000,False,2,Bottom
20191120_1458_outbred-2_L_C__novel_object__q1,int_max_140,20191120_1458_outbred-2_L_C,20191120,1458,L,1272,20212,30,-21,-21,0,0,19272,38212,novel_object,q1,0,140,100,5000,True,2,Top
20191120_1458_outbred-2_L_C__novel_object__q2,int_max_140,20191120_1458_outbred-2_L_C,20191120,1458,L,1272,20212,30,-21,-21,0,0,19272,38212,novel_object,q2,0,140,100,5000,True,2,Right
20191120_1458_outbred-2_L_C__novel_object__q3,int_max_140,20191120_1458_outbred-2_L_C,20191120,1458,L,1272,20212,30,-21,-21,0,0,19272,38212,novel_object,q3,0,140,100,5000,True,2,Left
20191120_1458_outbred-2_L_C__novel_object__q4,int_max_160_area_min_25,20191120_1458_outbred-2_L_C,20191120,1458,L,1272,20212,30,-21,-21,0,0,19272,38212,novel_object,q4,0,160,25,5000,True,2,Left
20191120_1458_outbred-2_L_C__open_field__q1,no_bg_sub_area_min_10_int_max_150,20191120_1458_outbred-2_L_C,20191120,1458,L,1272,20212,30,-21,-21,0,0,19272,38212,open_field,q1,0,150,10,5000,False,2,Right
20191120_1458_outbred-2_L_C__open_field__q2,no_bg_sub_area_min_10_int_max_150,20191120_1458_outbred-2_L_C,20191120,1458,L,1272,20212,30,-21,-21,0,0,19272,38212,open_field,q2,0,150,10,5000,False,2,Right
20191120_1458_outbred-2_L_C__open_field__q3,no_bg_sub_area_min_10_int_max_150,20191120_1458_outbred-2_L_C,20191120,1458,L,1272,20212,30,-21,-21,0,0,19272,38212,open_field,q3,0,150,10,5000,False,2,Left
20191120_1458_outbred-2_L_C__open_field__q4,no_bg_sub_area_min_10_int_max_150,20191120_1458_outbred-2_L_C,20191120,1458,L,1272,20212,30,-21,-21,0,0,19272,38212,open_field,q4,0,150,10,5000,False,2,Top
20191120_1513_iCab_R_C__novel_object__q1,int_max_140,20191120_1513_iCab_R_C,20191120,1513,R,1259,20344,30,0,0,-2,-2,19259,38344,novel_object,q1,0,140,100,5000,True,2,NA
20191120_1513_iCab_R_C__novel_object__q2,int_max_160_area_min_25,20191120_1513_iCab_R_C,20191120,1513,R,1259,20344,30,0,0,-2,-2,19259,38344,novel_object,q2,0,160,25,5000,True,2,NA
20191120_1513_iCab_R_C__novel_object__q3,int_max_140,20191120_1513_iCab_R_C,20191120,1513,R,1259,20344,30,0,0,-2,-2,19259,38344,novel_object,q3,0,140,100,5000,True,2,NA
20191120_1513_iCab_R_C__novel_object__q4,int_max_140,20191120_1513_iCab_R_C,20191120,1513,R,1259,20344,30,0,0,-2,-2,19259,38344,novel_object,q4,0,140,100,5000,True,2,NA
20191120_1513_iCab_R_C__open_field__q1,no_bg_sub_area_min_10,20191120_1513_iCab_R_C,20191120,1513,R,1259,20344,30,0,0,-2,-2,19259,38344,open_field,q1,0,170,10,5000,False,2,NA
20191120_1513_iCab_R_C__open_field__q2,no_bg_sub_area_min_10,20191120_1513_iCab_R_C,20191120,1513,R,1259,20344,30,0,0,-2,-2,19259,38344,open_field,q2,0,170,10,5000,False,2,NA
20191120_1513_iCab_R_C__open_field__q3,no_bg_sub_area_min_10_int_max_150,20191120_1513_iCab_R_C,20191120,1513,R,1259,20344,30,0,0,-2,-2,19259,38344,open_field,q3,0,150,10,5000,False,2,NA
20191120_1513_iCab_R_C__open_field__q4,no_bg_sub_area_min_10_int_max_150,20191120_1513_iCab_R_C,20191120,1513,R,1259,20344,30,0,0,-2,-2,19259,38344,open_field,q4,0,150,10,5000,False,2,NA
20191120_1525_outbred-3_L_C__novel_object__q1,no_bg_sub_int_max_180_area_min_100,20191120_1525_outbred-3_L_C,20191120,1525,L,1145,19958,30,-19,-19,3,3,19145,37958,novel_object,q1,0,180,100,2000,False,2,Left
20191120_1525_outbred-3_L_C__novel_object__q2,int_max_160_area_min_25,20191120_1525_outbred-3_L_C,20191120,1525,L,1145,19958,30,-19,-19,3,3,19145,37958,novel_object,q2,0,160,25,5000,True,2,Right
20191120_1525_outbred-3_L_C__novel_object__q3,int_max_140,20191120_1525_outbred-3_L_C,20191120,1525,L,1145,19958,30,-19,-19,3,3,19145,37958,novel_object,q3,0,140,100,5000,True,2,Right
20191120_1525_outbred-3_L_C__novel_object__q4,int_max_160_area_min_25,20191120_1525_outbred-3_L_C,20191120,1525,L,1145,19958,30,-19,-19,3,3,19145,37958,novel_object,q4,0,160,25,5000,True,2,Bottom
20191120_1525_outbred-3_L_C__open_field__q1,no_bg_sub_area_min_10_int_max_150,20191120_1525_outbred-3_L_C,20191120,1525,L,1145,19958,30,-19,-19,3,3,19145,37958,open_field,q1,0,150,10,5000,False,2,Left
20191120_1525_outbred-3_L_C__open_field__q2,no_bg_sub_area_min_10,20191120_1525_outbred-3_L_C,20191120,1525,L,1145,19958,30,-19,-19,3,3,19145,37958,open_field,q2,0,170,10,5000,False,2,Left
20191120_1525_outbred-3_L_C__open_field__q3,no_bg_sub_area_min_10_int_max_150,20191120_1525_outbred-3_L_C,20191120,1525,L,1145,19958,30,-19,-19,3,3,19145,37958,open_field,q3,0,150,10,5000,False,2,Top
20191120_1525_outbred-3_L_C__open_field__q4,no_bg_sub,20191120_1525_outbred-3_L_C,20191120,1525,L,1145,19958,30,-19,-19,3,3,19145,37958,open_field,q4,0,170,100,5000,False,2,Left
20191121_1101_iCab_L_C__novel_object__q1,no_bg_subint_max_175_area_min_200,20191121_1101_iCab_L_C,20191121,1101,L,1568,20848,30,-22,-22,0,0,19568,38848,novel_object,q1,0,175,200,2000,True,2,NA
20191121_1101_iCab_L_C__novel_object__q2,no_bg_sub_int_max_160,20191121_1101_iCab_L_C,20191121,1101,L,1568,20848,30,-22,-22,0,0,19568,38848,novel_object,q2,0,160,150,2000,False,2,NA
20191121_1101_iCab_L_C__novel_object__q3,int_max_140,20191121_1101_iCab_L_C,20191121,1101,L,1568,20848,30,-22,-22,0,0,19568,38848,novel_object,q3,0,140,100,5000,True,2,NA
20191121_1101_iCab_L_C__novel_object__q4,int_max_160_area_min_25,20191121_1101_iCab_L_C,20191121,1101,L,1568,20848,30,-22,-22,0,0,19568,38848,novel_object,q4,0,160,25,5000,True,2,NA
20191121_1101_iCab_L_C__open_field__q1,no_bg_sub_area_min_10_int_max_150,20191121_1101_iCab_L_C,20191121,1101,L,1568,20848,30,-22,-22,0,0,19568,38848,open_field,q1,0,150,10,5000,False,2,NA
20191121_1101_iCab_L_C__open_field__q2,no_bg_sub_area_min_10,20191121_1101_iCab_L_C,20191121,1101,L,1568,20848,30,-22,-22,0,0,19568,38848,open_field,q2,0,170,10,5000,False,2,NA
20191121_1101_iCab_L_C__open_field__q3,no_bg_sub_area_min_10,20191121_1101_iCab_L_C,20191121,1101,L,1568,20848,30,-22,-22,0,0,19568,38848,open_field,q3,0,170,10,5000,False,2,NA
20191121_1101_iCab_L_C__open_field__q4,no_bg_sub_area_min_10,20191121_1101_iCab_L_C,20191121,1101,L,1568,20848,30,-22,-22,0,0,19568,38848,open_field,q4,0,170,10,5000,False,2,NA
20191121_1106_iCab_R_C__novel_object__q1,int_max_140,20191121_1106_iCab_R_C,20191121,1106,R,1385,20512,30,-2,-2,-5,-5,19385,38512,novel_object,q1,0,140,100,5000,True,2,NA
20191121_1106_iCab_R_C__novel_object__q2,int_max_140,20191121_1106_iCab_R_C,20191121,1106,R,1385,20512,30,-2,-2,-5,-5,19385,38512,novel_object,q2,0,140,100,5000,True,2,NA
20191121_1106_iCab_R_C__novel_object__q3,int_max_140,20191121_1106_iCab_R_C,20191121,1106,R,1385,20512,30,-2,-2,-5,-5,19385,38512,novel_object,q3,0,140,100,5000,True,2,NA
20191121_1106_iCab_R_C__novel_object__q4,no_bg_sub,20191121_1106_iCab_R_C,20191121,1106,R,1385,20512,30,-2,-2,-5,-5,19385,38512,novel_object,q4,0,170,150,2000,False,2,NA
20191121_1106_iCab_R_C__open_field__q1,no_bg_sub_area_min_10,20191121_1106_iCab_R_C,20191121,1106,R,1385,20512,30,-2,-2,-5,-5,19385,38512,open_field,q1,0,170,10,5000,False,2,NA
20191121_1106_iCab_R_C__open_field__q2,no_bg_sub,20191121_1106_iCab_R_C,20191121,1106,R,1385,20512,30,-2,-2,-5,-5,19385,38512,open_field,q2,0,170,100,5000,False,2,NA
20191121_1106_iCab_R_C__open_field__q3,no_bg_sub_area_min_10,20191121_1106_iCab_R_C,20191121,1106,R,1385,20512,30,-2,-2,-5,-5,19385,38512,open_field,q3,0,170,10,5000,False,2,NA
20191121_1106_iCab_R_C__open_field__q4,no_bg_sub_area_min_10,20191121_1106_iCab_R_C,20191121,1106,R,1385,20512,30,-2,-2,-5,-5,19385,38512,open_field,q4,0,170,10,5000,False,2,NA
20191121_1130_luzonensis_L_C__novel_object__q1,int_max_160_area_min_25,20191121_1130_luzonensis_L_C,20191121,1130,L,1695,21441,30,-19,-19,1,1,19695,39441,novel_object,q1,0,160,25,5000,True,2,Top
20191121_1130_luzonensis_L_C__novel_object__q2,int_max_140,20191121_1130_luzonensis_L_C,20191121,1130,L,1695,21441,30,-19,-19,1,1,19695,39441,novel_object,q2,0,140,100,5000,True,2,Left
20191121_1130_luzonensis_L_C__novel_object__q3,int_max_150,20191121_1130_luzonensis_L_C,20191121,1130,L,1695,21441,30,-19,-19,1,1,19695,39441,novel_object,q3,0,150,100,5000,True,2,Top
20191121_1130_luzonensis_L_C__novel_object__q4,int_max_150,20191121_1130_luzonensis_L_C,20191121,1130,L,1695,21441,30,-19,-19,1,1,19695,39441,novel_object,q4,0,150,100,5000,True,2,Top
20191121_1130_luzonensis_L_C__open_field__q1,no_bg_sub_area_min_10_int_max_150,20191121_1130_luzonensis_L_C,20191121,1130,L,1695,21441,30,-19,-19,1,1,19695,39441,open_field,q1,0,150,10,5000,False,2,Top
20191121_1130_luzonensis_L_C__open_field__q2,no_bg_sub_area_min_10,20191121_1130_luzonensis_L_C,20191121,1130,L,1695,21441,30,-19,-19,1,1,19695,39441,open_field,q2,0,170,10,5000,False,2,Top
20191121_1130_luzonensis_L_C__open_field__q3,no_bg_sub_area_min_10,20191121_1130_luzonensis_L_C,20191121,1130,L,1695,21441,30,-19,-19,1,1,19695,39441,open_field,q3,0,170,10,5000,False,2,Right
20191121_1130_luzonensis_L_C__open_field__q4,no_bg_sub_area_min_10,20191121_1130_luzonensis_L_C,20191121,1130,L,1695,21441,30,-19,-19,1,1,19695,39441,open_field,q4,0,170,10,5000,False,2,Right
20191121_1147_luzonensis_R_C__novel_object__q1,int_max_160_area_min_25,20191121_1147_luzonensis_R_C,20191121,1147,R,1678,20554,30,-2,-2,-2,-2,19678,38554,novel_object,q1,0,160,25,5000,True,2,Bottom
20191121_1147_luzonensis_R_C__novel_object__q2,int_max_150,20191121_1147_luzonensis_R_C,20191121,1147,R,1678,20554,30,-2,-2,-2,-2,19678,38554,novel_object,q2,0,150,100,5000,True,2,Top
