sample,assay,quadrant,total_seconds,success_count,frame_count,prop_success
20191120_1458_outbred-2_L_C,novel_object,q1,600,17851,18000,0.9917222222222222
20191112_1236_18-2_L_A,open_field,q3,600,17256,17400,0.9917241379310345
20191115_1414_iCab_L_A,novel_object,q2,600,17257,17400,0.9917816091954023
20191115_1606_11-2_L_B,open_field,q2,600,17257,17400,0.9917816091954023
20191119_1033_49-1_L_B,novel_object,q4,600,17853,18000,0.9918333333333333
20191120_1006_iCab_L_C,novel_object,q1,600,17853,18000,0.9918333333333333
20191117_1329_15-1_R_B,open_field,q2,600,17854,18000,0.9918888888888889
20191112_1653_25-1_L_A,open_field,q4,600,17857,18000,0.9920555555555556
20191114_1409_62-2_R_A,novel_object,q3,600,17857,18000,0.9920555555555556
20191119_1506_29-1_L_C,open_field,q1,600,17857,18000,0.9920555555555556
20191121_1448_iCab_R_C,open_field,q3,600,17857,18000,0.9920555555555556
20191120_1123_75-1_R_C,novel_object,q3,600,17858,18000,0.9921111111111112
20191115_1414_iCab_L_A,open_field,q4,600,17264,17400,0.992183908045977
20191117_1236_110-2_R_B,open_field,q4,600,17861,18000,0.9922777777777778
20191114_1455_69-1_L_A,novel_object,q4,600,17266,17400,0.9922988505747127
20191113_1458_137-4_L_A,novel_object,q1,600,16671,16800,0.9923214285714286
20191115_1144_132-4-1_L_A,novel_object,q1,600,17862,18000,0.9923333333333333
20191117_1122_22-1_L_B,novel_object,q2,600,17862,18000,0.9923333333333333
20191119_0949_117-2_R_B,open_field,q3,600,17862,18000,0.9923333333333333
20191120_1446_outbred-1_R_C,open_field,q1,600,17862,18000,0.9923333333333333
20191117_1340_4-1_L_B,open_field,q2,600,17864,18000,0.9924444444444445
20191119_1004_62-2_L_B,novel_object,q1,600,17864,18000,0.9924444444444445
20191119_1432_13-2_L_C,open_field,q3,600,17269,17400,0.9924712643678161
20191115_1615_11-1_R_B,novel_object,q2,600,17865,18000,0.9925
20191118_1021_7-2_L_B,open_field,q1,600,17865,18000,0.9925
20191114_1409_62-2_R_A,open_field,q4,600,17867,18000,0.9926111111111111
20191118_1242_134-1_L_B,open_field,q3,600,17867,18000,0.9926111111111111
20191121_1448_iCab_R_C,open_field,q1,600,17867,18000,0.9926111111111111
20191117_1111_84-2_R_B,novel_object,q2,600,17868,18000,0.9926666666666667
20191117_1138_79-2_R_B,open_field,q2,600,17869,18000,0.9927222222222222
20191116_1340_94-1_R_B,novel_object,q2,600,17873,18000,0.9929444444444444
20191115_1235_117-2_R_A,open_field,q2,600,17874,18000,0.993
20191115_1235_117-2_R_A,open_field,q3,600,17876,18000,0.9931111111111111
20191115_1642_14-1_R_B,open_field,q3,600,17876,18000,0.9931111111111111
20191116_1203_38-2_L_B,novel_object,q3,600,17876,18000,0.9931111111111111
20191113_1513_23-2_R_A,open_field,q4,600,8343,8400,0.9932142857142857
20191115_1054_75-1_R_A,novel_object,q3,600,17878,18000,0.9932222222222222
20191121_1307_outbred-system_R_C,open_field,q3,600,17879,18000,0.9932777777777778
20191114_0937_iCab_L_A,open_field,q3,600,14304,14400,0.9933333333333333
20191121_1106_iCab_R_C,open_field,q1,600,17880,18000,0.9933333333333333
20191121_1352_outbred-A-3_L_C,novel_object,q1,600,17881,18000,0.9933888888888889
20191115_1445_139-4_L_A,open_field,q2,600,17882,18000,0.9934444444444445
20191117_1122_22-1_L_B,novel_object,q1,600,17882,18000,0.9934444444444445
20191115_1633_10-1_L_B,open_field,q2,600,17286,17400,0.993448275862069
20191112_1129_14-2_L_A,novel_object,q1,600,17884,18000,0.9935555555555555
20191121_1454_iCab_L_C,open_field,q4,600,17884,18000,0.9935555555555555
20191111_1527_5-1_L_A,novel_object,q4,600,17288,17400,0.9935632183908046
20191113_1233_79-2_L_A,open_field,q2,600,16692,16800,0.9935714285714285
20191117_1027_58-2_L_B,open_field,q1,600,17885,18000,0.9936111111111111
20191119_1533_25-1_L_C,open_field,q3,600,17885,18000,0.9936111111111111
20191116_1203_38-2_L_B,novel_object,q1,600,17886,18000,0.9936666666666667
20191116_1409_59-2_R_B,novel_object,q2,600,17886,18000,0.9936666666666667
20191118_1103_135-1_R_B,open_field,q1,600,17888,18000,0.9937777777777778
20191117_1150_53-2_L_B,open_field,q1,600,17889,18000,0.9938333333333333
20191117_1027_58-2_L_B,novel_object,q1,600,17890,18000,0.9938888888888889
20191120_1233_94-1_L_C,open_field,q2,600,17890,18000,0.9938888888888889
20191121_1352_outbred-A-3_L_C,open_field,q4,600,17890,18000,0.9938888888888889
20191113_1557_22-1_L_A,novel_object,q4,600,16698,16800,0.9939285714285714
20191118_1035_40-2_R_B,novel_object,q3,600,17891,18000,0.9939444444444444
20191118_1214_39-1_L_B,open_field,q2,600,17891,18000,0.9939444444444444
20191114_1440_70-2_R_A,open_field,q1,600,17892,18000,0.994
20191117_1034_iCab_R_B,novel_object,q3,600,17892,18000,0.994
20191118_1345_iCab_R_B,novel_object,q2,600,17892,18000,0.994
20191118_0950_55-2_L_B,novel_object,q2,600,17893,18000,0.9940555555555556
20191113_1233_79-2_L_A,novel_object,q2,600,16701,16800,0.9941071428571429
20191118_1311_80-2_L_B,open_field,q3,600,17895,18000,0.9941666666666666
20191114_0952_4-1_R_A,open_field,q2,600,17896,18000,0.9942222222222222
20191120_1525_outbred-3_L_C,open_field,q2,600,17896,18000,0.9942222222222222
20191116_1211_17-1_R_B,open_field,q1,600,17897,18000,0.9942777777777778
20191112_1053_14-1_L_A,novel_object,q1,600,17301,17400,0.9943103448275862
20191120_1304_140-3_L_C,novel_object,q2,600,17898,18000,0.9943333333333333
20191120_1428_outbred-system_L_C,novel_object,q3,600,17898,18000,0.9943333333333333
20191114_1129_32-2_R_A,novel_object,q3,600,17899,18000,0.9943888888888889
20191116_1203_38-2_L_B,open_field,q1,600,17899,18000,0.9943888888888889
20191121_1200_outbred-2_L_C,novel_object,q2,600,17899,18000,0.9943888888888889
20191112_1653_25-1_L_A,novel_object,q4,600,17900,18000,0.9944444444444445
20191115_1642_14-1_R_B,open_field,q4,600,17900,18000,0.9944444444444445
20191115_1307_131-4_R_A,open_field,q2,600,17901,18000,0.9945
20191116_1231_iCab_L_B,novel_object,q3,600,17901,18000,0.9945
20191121_1200_outbred-2_L_C,novel_object,q3,600,17901,18000,0.9945
20191116_1144_23-1_R_B,novel_object,q2,600,17902,18000,0.9945555555555555
20191116_1211_17-1_R_B,novel_object,q3,600,17902,18000,0.9945555555555555
20191120_1006_iCab_L_C,novel_object,q3,600,17903,18000,0.9946111111111111
20191121_1454_iCab_L_C,open_field,q3,600,17903,18000,0.9946111111111111
20191118_1118_95-1_L_B,novel_object,q2,600,17904,18000,0.9946666666666667
20191113_1401_58-2_L_A,novel_object,q3,600,16711,16800,0.994702380952381
20191113_1611_29-1_R_A,open_field,q3,600,8356,8400,0.9947619047619047
20191114_1353_61-1_L_A,novel_object,q4,600,17906,18000,0.9947777777777778
20191120_1458_outbred-2_L_C,open_field,q2,600,17906,18000,0.9947777777777778
20191116_1409_59-2_R_B,novel_object,q1,600,17907,18000,0.9948333333333333
20191115_1251_104-1_L_A,novel_object,q3,600,17908,18000,0.9948888888888889
20191116_1258_80-1_L_B,novel_object,q3,600,17908,18000,0.9948888888888889
20191121_1106_iCab_R_C,novel_object,q3,600,17908,18000,0.9948888888888889
20191111_1558_10-1_L_A,novel_object,q2,600,17312,17400,0.9949425287356322
20191112_1554_43-2_L_A,open_field,q4,600,17909,18000,0.9949444444444444
20191116_1106_iCab_L_B,novel_object,q4,600,17909,18000,0.9949444444444444
20191116_1340_94-1_R_B,novel_object,q3,600,17909,18000,0.9949444444444444
20191120_0956_40-2_R_C,novel_object,q1,600,17909,18000,0.9949444444444444
20191120_1458_outbred-2_L_C,open_field,q1,600,17909,18000,0.9949444444444444
20191121_1426_outbred-A-2_L_C,open_field,q1,600,17909,18000,0.9949444444444444
20191118_1345_iCab_R_B,novel_object,q1,600,17910,18000,0.995
20191112_1331_68-1_L_A,novel_object,q4,600,17911,18000,0.9950555555555556
20191112_1331_68-1_L_A,open_field,q3,600,17911,18000,0.9950555555555556
20191117_1425_30-1_R_B,novel_object,q1,600,17911,18000,0.9950555555555556
20191119_1112_47-1_R_B,open_field,q2,600,17911,18000,0.9950555555555556
20191120_1513_iCab_R_C,open_field,q2,600,17911,18000,0.9950555555555556
20191119_1138_59-1_R_B,open_field,q4,600,17912,18000,0.9951111111111111
20191119_1155_69-1_L_B,open_field,q1,600,17912,18000,0.9951111111111111
20191115_1159_iCab_R_A,open_field,q3,600,17913,18000,0.9951666666666666
20191116_1144_23-1_R_B,open_field,q1,600,17914,18000,0.9952222222222222
20191118_1103_135-1_R_B,novel_object,q1,600,17914,18000,0.9952222222222222
20191120_1123_75-1_R_C,open_field,q3,600,17914,18000,0.9952222222222222
20191117_1138_79-2_R_B,open_field,q1,600,17915,18000,0.9952777777777778
20191117_1425_30-1_R_B,open_field,q3,600,17915,18000,0.9952777777777778
20191118_1035_40-2_R_B,open_field,q2,600,17915,18000,0.9952777777777778
20191112_1303_17-1_L_A,open_field,q1,600,17318,17400,0.9952873563218391
20191112_1653_25-1_L_A,novel_object,q3,600,17916,18000,0.9953333333333333
20191114_1353_61-1_L_A,novel_object,q1,600,17916,18000,0.9953333333333333
20191115_1128_123-2_R_A,novel_object,q2,600,17916,18000,0.9953333333333333
20191112_1303_17-1_L_A,novel_object,q1,600,17319,17400,0.9953448275862069
20191115_1251_104-1_L_A,open_field,q3,600,17917,18000,0.9953888888888889
20191120_1428_outbred-system_L_C,open_field,q3,600,17917,18000,0.9953888888888889
20191114_1023_7-2_R_A,open_field,q2,600,17918,18000,0.9954444444444445
20191119_1016_132-4-1_R_B,novel_object,q3,600,17918,18000,0.9954444444444445
20191119_1322_14-2_L_C,novel_object,q1,600,17918,18000,0.9954444444444445
20191120_1034_80-1_L_C,open_field,q2,600,17918,18000,0.9954444444444445
20191111_1558_10-1_L_A,open_field,q1,600,17322,17400,0.9955172413793103
20191114_1409_62-2_R_A,open_field,q1,600,17920,18000,0.9955555555555555
20191118_1129_40-1_R_B,novel_object,q1,600,17920,18000,0.9955555555555555
20191120_1233_94-1_L_C,novel_object,q4,600,17920,18000,0.9955555555555555
20191113_1317_140-3_R_A,open_field,q4,600,8363,8400,0.9955952380952381
20191113_1458_137-4_L_A,open_field,q1,600,16726,16800,0.9955952380952381
20191115_1159_iCab_R_A,open_field,q4,600,17921,18000,0.9956111111111111
20191121_1106_iCab_R_C,open_field,q3,600,17921,18000,0.9956111111111111
20191121_1352_outbred-A-3_L_C,open_field,q1,600,17921,18000,0.9956111111111111
20191113_0941_69-2_L_A,novel_object,q3,600,17922,18000,0.9956666666666667
20191116_1340_94-1_R_B,novel_object,q1,600,17922,18000,0.9956666666666667
20191120_1332_outbred-A-2_L_C,novel_object,q2,600,17922,18000,0.9956666666666667
20191111_1558_10-1_L_A,novel_object,q3,600,17325,17400,0.9956896551724138
20191114_1321_iCab_L_A,open_field,q4,600,17325,17400,0.9956896551724138
20191113_1542_138-1_R_A,novel_object,q2,600,8364,8400,0.9957142857142857
20191112_1625_39-2_L_A,novel_object,q4,600,17923,18000,0.9957222222222222
20191115_1520_13-2_R_B,novel_object,q1,600,17923,18000,0.9957222222222222
20191118_1049_71-1_L_B,open_field,q2,600,17923,18000,0.9957222222222222
20191117_1236_110-2_R_B,open_field,q2,600,17924,18000,0.9957777777777778
20191120_1446_outbred-1_R_C,novel_object,q2,600,17924,18000,0.9957777777777778
20191112_1554_43-2_L_A,novel_object,q4,600,17925,18000,0.9958333333333333
20191120_1416_iCab_R_C,novel_object,q1,600,17925,18000,0.9958333333333333
20191120_1416_iCab_R_C,open_field,q2,600,17925,18000,0.9958333333333333
20191118_1049_71-1_L_B,novel_object,q1,600,17926,18000,0.9958888888888889
20191118_1103_135-1_R_B,novel_object,q2,600,17926,18000,0.9958888888888889
20191120_1056_32-2_R_C,novel_object,q4,600,17926,18000,0.9958888888888889
20191120_1158_135-1_L_C,open_field,q2,600,17927,18000,0.9959444444444444
20191121_1147_luzonensis_R_C,novel_object,q3,600,17927,18000,0.9959444444444444
20191115_0954_71-1_L_A,novel_object,q1,600,17330,17400,0.9959770114942529
20191115_1214_129-1_L_A,open_field,q4,600,17928,18000,0.996
20191115_1251_104-1_L_A,open_field,q1,600,17928,18000,0.996
20191114_1217_40-1_L_A,open_field,q4,600,17929,18000,0.9960555555555556
20191116_1309_21-2_R_B,novel_object,q4,600,17929,18000,0.9960555555555556
20191121_1338_outbred-A-1_R_C,open_field,q3,600,17929,18000,0.9960555555555556
20191114_1058_30-1_R_A,novel_object,q4,600,17930,18000,0.9961111111111111
20191117_1433_68-1_L_B,novel_object,q4,600,17930,18000,0.9961111111111111
20191114_1249_49-1_L_A,novel_object,q4,600,17931,18000,0.9961666666666666
20191117_1340_4-1_L_B,open_field,q4,600,17931,18000,0.9961666666666666
20191120_1150_50-2_R_C,open_field,q2,600,17931,18000,0.9961666666666666
20191113_1542_138-1_R_A,novel_object,q4,600,8368,8400,0.9961904761904762
20191112_1206_15-1_L_A,open_field,q4,600,17933,18000,0.9962777777777778
20191111_1655_11-2_L_A,open_field,q4,600,17336,17400,0.9963218390804598
20191112_0948_4-2_L_A,open_field,q3,600,17336,17400,0.9963218390804598
20191116_1355_33-1_L_B,novel_object,q4,600,17934,18000,0.9963333333333333
20191120_1131_33-1_L_C,novel_object,q2,600,17934,18000,0.9963333333333333
20191120_1513_iCab_R_C,open_field,q3,600,17934,18000,0.9963333333333333
20191121_1257_iCab_L_C,open_field,q3,600,17934,18000,0.9963333333333333
20191113_0941_69-2_L_A,open_field,q2,600,17935,18000,0.9963888888888889
20191121_1147_luzonensis_R_C,open_field,q4,600,17935,18000,0.9963888888888889
20191113_1444_72-2_R_A,novel_object,q3,600,8370,8400,0.9964285714285714
20191112_1331_68-1_L_A,open_field,q2,600,17936,18000,0.9964444444444445
20191114_1217_40-1_L_A,novel_object,q2,600,17936,18000,0.9964444444444445
20191118_1158_20-1_R_B,novel_object,q3,600,17936,18000,0.9964444444444445
20191112_1653_25-1_L_A,open_field,q1,600,17937,18000,0.9965
20191114_1145_39-1_L_A,novel_object,q2,600,17937,18000,0.9965
20191121_1106_iCab_R_C,open_field,q2,600,17938,18000,0.9965555555555555
20191114_1129_32-2_R_A,open_field,q2,600,17939,18000,0.9966111111111111
20191117_1425_30-1_R_B,open_field,q4,600,17939,18000,0.9966111111111111
20191115_1633_10-1_L_B,novel_object,q3,600,17342,17400,0.9966666666666667
20191117_1312_23-2_L_B,open_field,q3,600,17940,18000,0.9966666666666667
20191119_1427_30-1_R_C,novel_object,q3,600,17940,18000,0.9966666666666667
20191114_1440_70-2_R_A,novel_object,q3,600,17941,18000,0.9967222222222222
20191117_1034_iCab_R_B,novel_object,q4,600,17941,18000,0.9967222222222222
20191120_1525_outbred-3_L_C,open_field,q3,600,17941,18000,0.9967222222222222
20191113_1302_53-2_L_A,novel_object,q3,600,16745,16800,0.9967261904761905
20191113_1458_137-4_L_A,novel_object,q4,600,16745,16800,0.9967261904761905
20191114_1008_20-1_L_A,novel_object,q4,600,17942,18000,0.9967777777777778
20191115_1338_134-1_R_A,novel_object,q1,600,17942,18000,0.9967777777777778
20191117_1138_79-2_R_B,novel_object,q4,600,17942,18000,0.9967777777777778
20191111_1724_iCab_L_A,open_field,q3,600,17344,17400,0.9967816091954023
20191115_1414_iCab_L_A,novel_object,q4,600,17344,17400,0.9967816091954023
20191116_1340_94-1_R_B,open_field,q4,600,17943,18000,0.9968333333333333
20191120_1006_iCab_L_C,novel_object,q2,600,17943,18000,0.9968333333333333
20191120_1056_32-2_R_C,open_field,q1,600,17943,18000,0.9968333333333333
20191111_1558_10-1_L_A,novel_object,q1,600,17345,17400,0.9968390804597701
20191120_1034_80-1_L_C,open_field,q1,600,17944,18000,0.9968888888888889
20191120_1150_50-2_R_C,open_field,q4,600,17944,18000,0.9968888888888889
20191120_1304_140-3_L_C,open_field,q2,600,17944,18000,0.9968888888888889
20191121_1307_outbred-system_R_C,novel_object,q1,600,17944,18000,0.9968888888888889
20191113_1302_53-2_L_A,open_field,q1,600,16748,16800,0.996904761904762
20191112_1129_14-2_L_A,open_field,q1,600,17945,18000,0.9969444444444444
20191114_1145_39-1_L_A,novel_object,q1,600,17945,18000,0.9969444444444444
20191114_1409_62-2_R_A,open_field,q3,600,17945,18000,0.9969444444444444
20191116_1325_75-1_L_B,open_field,q3,600,17945,18000,0.9969444444444444
20191117_1452_117-1_R_B,novel_object,q2,600,17945,18000,0.9969444444444444
20191120_1217_106-2_R_C,open_field,q1,600,17945,18000,0.9969444444444444
20191120_1319_138-1_R_C,novel_object,q1,600,17945,18000,0.9969444444444444
20191121_1200_outbred-2_L_C,open_field,q2,600,17945,18000,0.9969444444444444
20191121_1338_outbred-A-1_R_C,open_field,q4,600,17945,18000,0.9969444444444444
20191115_1323_135-1_L_A,open_field,q3,600,17347,17400,0.9969540229885058
20191115_1538_4-2_L_B,novel_object,q2,600,16749,16800,0.9969642857142857
20191113_1045_94-1_L_A,open_field,q4,600,17946,18000,0.997
20191115_1159_iCab_R_A,novel_object,q4,600,17946,18000,0.997
20191115_1615_11-1_R_B,novel_object,q1,600,17946,18000,0.997
20191116_1424_137-4_L_B,open_field,q4,600,17946,18000,0.997
20191117_1452_117-1_R_B,open_field,q1,600,17946,18000,0.997
20191119_1100_139-4_L_B,open_field,q4,600,17946,18000,0.997
20191120_1131_33-1_L_C,open_field,q1,600,17946,18000,0.997
20191111_1655_11-2_L_A,novel_object,q3,600,17348,17400,0.9970114942528736
20191113_1415_117-1_R_A,novel_object,q1,600,8375,8400,0.9970238095238095
20191113_1527_21-2_L_A,novel_object,q1,600,16750,16800,0.9970238095238095
20191118_1021_7-2_L_B,novel_object,q3,600,17947,18000,0.9970555555555556
20191114_0937_iCab_L_A,novel_object,q3,600,14358,14400,0.9970833333333333
20191118_1049_71-1_L_B,novel_object,q2,600,17948,18000,0.9971111111111111
20191119_1138_59-1_R_B,novel_object,q1,600,17948,18000,0.9971111111111111
20191120_0956_40-2_R_C,open_field,q2,600,17948,18000,0.9971111111111111
20191119_1043_iCab_R_B,open_field,q1,600,17949,18000,0.9971666666666666
20191119_1316_11-2_R_C,open_field,q3,600,17949,18000,0.9971666666666666
20191111_1527_5-1_L_A,open_field,q4,600,17351,17400,0.997183908045977
20191111_1558_10-1_L_A,open_field,q2,600,17351,17400,0.997183908045977
20191112_0948_4-2_L_A,open_field,q1,600,17351,17400,0.997183908045977
20191116_1203_38-2_L_B,novel_object,q4,600,17950,18000,0.9972222222222222
20191113_0941_69-2_L_A,open_field,q1,600,17951,18000,0.9972777777777778
20191119_0949_117-2_R_B,novel_object,q1,600,17951,18000,0.9972777777777778
20191120_1349_outbred-A-3_R_C,novel_object,q1,600,17951,18000,0.9972777777777778
20191113_1430_110-2_L_A,novel_object,q1,600,16755,16800,0.9973214285714286
20191114_1217_40-1_L_A,novel_object,q1,600,17952,18000,0.9973333333333333
20191117_1356_140-3_R_B,novel_object,q4,600,17952,18000,0.9973333333333333
20191118_0950_55-2_L_B,open_field,q4,600,17952,18000,0.9973333333333333
20191119_1248_iCab_L_B,open_field,q1,600,17952,18000,0.9973333333333333
20191119_1322_14-2_L_C,open_field,q1,600,17953,18000,0.9973888888888889
20191119_1506_29-1_L_C,novel_object,q1,600,17953,18000,0.9973888888888889
20191114_1249_49-1_L_A,novel_object,q1,600,17954,18000,0.9974444444444445
20191114_1409_62-2_R_A,novel_object,q2,600,17954,18000,0.9974444444444445
20191116_1211_17-1_R_B,open_field,q3,600,17954,18000,0.9974444444444445
20191117_1111_84-2_R_B,open_field,q1,600,17954,18000,0.9974444444444445
20191118_1224_8-2_R_B,open_field,q1,600,17954,18000,0.9974444444444445
20191119_0949_117-2_R_B,open_field,q1,600,17954,18000,0.9974444444444445
20191119_1235_131-4_R_B,open_field,q4,600,17954,18000,0.9974444444444445
20191121_1200_outbred-2_L_C,open_field,q3,600,17954,18000,0.9974444444444445
20191121_1257_iCab_L_C,open_field,q1,600,17954,18000,0.9974444444444445
20191119_1432_13-2_L_C,open_field,q1,600,17356,17400,0.9974712643678161
20191113_1247_106-1_R_A,open_field,q2,600,8379,8400,0.9975
20191113_1444_72-2_R_A,open_field,q1,600,8379,8400,0.9975
20191114_1058_30-1_R_A,open_field,q2,600,17955,18000,0.9975
20191114_1113_40-2_L_A,novel_object,q3,600,17955,18000,0.9975
20191114_1145_39-1_L_A,open_field,q1,600,17955,18000,0.9975
20191114_1217_40-1_L_A,open_field,q1,600,17955,18000,0.9975
20191115_1445_139-4_L_A,novel_object,q1,600,17955,18000,0.9975
20191119_1043_iCab_R_B,novel_object,q2,600,17955,18000,0.9975
20191115_1251_104-1_L_A,open_field,q4,600,17956,18000,0.9975555555555555
20191117_1452_117-1_R_B,novel_object,q1,600,17956,18000,0.9975555555555555
20191119_1552_22-1_R_C,open_field,q2,600,17956,18000,0.9975555555555555
20191120_1056_32-2_R_C,open_field,q2,600,17956,18000,0.9975555555555555
20191120_1304_140-3_L_C,open_field,q4,600,17956,18000,0.9975555555555555
20191112_1525_33-1_L_A,novel_object,q1,600,17957,18000,0.9976111111111111
20191114_1129_32-2_R_A,open_field,q3,600,17957,18000,0.9976111111111111
20191115_1024_72-1_R_A,open_field,q3,600,17957,18000,0.9976111111111111
20191116_1211_17-1_R_B,open_field,q2,600,17957,18000,0.9976111111111111
20191113_1513_23-2_R_A,novel_object,q4,600,8380,8400,0.9976190476190476
20191115_1538_4-2_L_B,open_field,q1,600,16760,16800,0.9976190476190476
20191120_1131_33-1_L_C,open_field,q2,600,17958,18000,0.9976666666666667
20191120_1513_iCab_R_C,open_field,q4,600,17958,18000,0.9976666666666667
20191112_1554_43-2_L_A,novel_object,q3,600,17959,18000,0.9977222222222222
20191114_1058_30-1_R_A,novel_object,q2,600,17959,18000,0.9977222222222222
20191119_1525_23-1_R_C,open_field,q2,600,17959,18000,0.9977222222222222
20191120_1401_outbred-A-4_L_C,open_field,q2,600,17959,18000,0.9977222222222222
20191115_1606_11-2_L_B,novel_object,q3,600,17361,17400,0.9977586206896552
20191115_1445_139-4_L_A,novel_object,q3,600,17960,18000,0.9977777777777778
20191117_1111_84-2_R_B,open_field,q3,600,17960,18000,0.9977777777777778
20191117_1218_29-1_L_B,open_field,q2,600,17960,18000,0.9977777777777778
20191118_1103_135-1_R_B,open_field,q2,600,17960,18000,0.9977777777777778
20191118_1224_8-2_R_B,open_field,q3,600,17960,18000,0.9977777777777778
20191121_1257_iCab_L_C,open_field,q4,600,17960,18000,0.9977777777777778
20191114_1040_8-2_L_A,open_field,q3,600,17362,17400,0.997816091954023
20191112_1206_15-1_L_A,novel_object,q2,600,17961,18000,0.99783333333333335
20191117_1425_30-1_R_B,novel_object,q4,600,17961,18000,0.99783333333333335
20191118_1242_134-1_L_B,open_field,q1,600,17961,18000,0.99783333333333335
20191119_1100_139-4_L_B,open_field,q2,600,17961,18000,0.99783333333333335
20191119_1248_iCab_L_B,open_field,q3,600,17961,18000,0.99783333333333335
20191120_0956_40-2_R_C,open_field,q4,600,17961,18000,0.99783333333333335
20191120_1034_80-1_L_C,novel_object,q2,600,17961,18000,0.99783333333333335
20191121_1421_outbred-4_R_C,open_field,q1,600,17961,18000,0.99783333333333335
20191113_1345_80-1_R_A,open_field,q2,600,8382,8400,0.9978571428571429
20191111_1724_iCab_L_A,novel_object,q1,600,17363,17400,0.9978735632183908
20191114_1113_40-2_L_A,novel_object,q2,600,17962,18000,0.9978888888888889
20191117_1501_iCab_L_B,novel_object,q1,600,17962,18000,0.9978888888888889
20191118_1242_134-1_L_B,novel_object,q3,600,17962,18000,0.9978888888888889
20191119_1128_61-1_L_B,novel_object,q4,600,17962,18000,0.9978888888888889
20191119_1533_25-1_L_C,open_field,q2,600,17962,18000,0.9978888888888889
20191114_0937_iCab_L_A,open_field,q1,600,14370,14400,0.9979166666666667
20191118_1214_39-1_L_B,novel_object,q2,600,17963,18000,0.9979444444444444
20191121_1426_outbred-A-2_L_C,novel_object,q1,600,17963,18000,0.9979444444444444
20191113_1458_137-4_L_A,open_field,q4,600,16766,16800,0.9979761904761905
20191115_1606_11-2_L_B,open_field,q3,600,17365,17400,0.9979885057471264
20191114_1409_62-2_R_A,novel_object,q1,600,17964,18000,0.998
20191116_1144_23-1_R_B,open_field,q2,600,17964,18000,0.998
20191116_1340_94-1_R_B,open_field,q2,600,17964,18000,0.998
20191120_1006_iCab_L_C,open_field,q3,600,17964,18000,0.998
20191120_1251_outbred-A-1_R_C,open_field,q3,600,17964,18000,0.998
20191120_1332_outbred-A-2_L_C,novel_object,q3,600,17964,18000,0.998
20191120_1513_iCab_R_C,novel_object,q3,600,17964,18000,0.998
20191113_1332_106-2_L_A,open_field,q3,600,16767,16800,0.9980357142857142
20191112_1525_33-1_L_A,open_field,q2,600,17965,18000,0.9980555555555556
20191112_1554_43-2_L_A,open_field,q3,600,17965,18000,0.9980555555555556
20191114_1305_50-2_R_A,novel_object,q3,600,17965,18000,0.9980555555555556
20191116_1134_14-2_L_B,open_field,q1,600,17965,18000,0.9980555555555556
20191116_1438_50-2_R_B,open_field,q1,600,17965,18000,0.9980555555555556
20191120_1006_iCab_L_C,open_field,q4,600,17965,18000,0.9980555555555556
20191115_1633_10-1_L_B,open_field,q3,600,17367,17400,0.9981034482758621
20191114_1409_62-2_R_A,open_field,q2,600,17966,18000,0.9981111111111111
20191117_1027_58-2_L_B,open_field,q3,600,17966,18000,0.9981111111111111
20191117_1501_iCab_L_B,open_field,q1,600,17966,18000,0.9981111111111111
20191117_1529_72-2_L_B,novel_object,q4,600,17966,18000,0.9981111111111111
20191119_1222_129-1_L_B,open_field,q3,600,17966,18000,0.9981111111111111
20191114_1455_69-1_L_A,novel_object,q3,600,17368,17400,0.9981609195402299
20191114_1455_69-1_L_A,open_field,q4,600,17368,17400,0.9981609195402299
20191115_1144_132-4-1_L_A,open_field,q2,600,17967,18000,0.9981666666666666
20191116_1116_39-2_R_B,open_field,q2,600,17967,18000,0.9981666666666666
20191116_1452_25-1_L_B,novel_object,q3,600,17967,18000,0.9981666666666666
20191113_1045_94-1_L_A,open_field,q3,600,17968,18000,0.9982222222222222
20191116_1258_80-1_L_B,open_field,q3,600,17968,18000,0.9982222222222222
20191116_1309_21-2_R_B,novel_object,q2,600,17968,18000,0.9982222222222222
20191117_1245_70-2_L_B,novel_object,q1,600,17968,18000,0.9982222222222222
20191118_1049_71-1_L_B,novel_object,q3,600,17968,18000,0.9982222222222222
20191118_1103_135-1_R_B,novel_object,q4,600,17968,18000,0.9982222222222222
20191119_1138_59-1_R_B,open_field,q2,600,17968,18000,0.9982222222222222
20191120_1026_84-2_R_C,open_field,q1,600,17968,18000,0.9982222222222222
20191111_1527_5-1_L_A,open_field,q1,600,17370,17400,0.9982758620689656
20191115_1144_132-4-1_L_A,novel_object,q3,600,17969,18000,0.9982777777777778
20191117_1111_84-2_R_B,novel_object,q3,600,17969,18000,0.9982777777777778
20191117_1452_117-1_R_B,open_field,q2,600,17969,18000,0.9982777777777778
20191120_1131_33-1_L_C,novel_object,q1,600,17969,18000,0.9982777777777778
20191121_1325_outbred-3_L_C,novel_object,q4,600,17969,18000,0.9982777777777778
20191112_1456_38-2_L_A,novel_object,q4,600,17970,18000,0.9983333333333333
20191112_1722_135-2_L_A,open_field,q1,600,17970,18000,0.9983333333333333
20191113_1045_94-1_L_A,open_field,q1,600,17970,18000,0.9983333333333333
20191113_1513_23-2_R_A,open_field,q2,600,8386,8400,0.9983333333333333
20191114_0937_iCab_L_A,open_field,q4,600,14376,14400,0.9983333333333333
20191114_1058_30-1_R_A,open_field,q4,600,17970,18000,0.9983333333333333
