sample,assay,quadrant,total_seconds,success_count,frame_count,prop_success
20191114_1337_60-1_R_A,open_field,q1,600,17970,18000,0.9983333333333333
20191117_1340_4-1_L_B,novel_object,q4,600,17970,18000,0.9983333333333333
20191117_1425_30-1_R_B,open_field,q1,600,17970,18000,0.9983333333333333
20191119_1248_iCab_L_B,novel_object,q1,600,17970,18000,0.9983333333333333
20191119_1506_29-1_L_C,novel_object,q3,600,17970,18000,0.9983333333333333
20191111_1627_11-1_L_A,novel_object,q3,600,17971,18000,0.9983888888888889
20191114_1249_49-1_L_A,open_field,q4,600,17971,18000,0.9983888888888889
20191116_1144_23-1_R_B,novel_object,q4,600,17971,18000,0.9983888888888889
20191118_0950_55-2_L_B,open_field,q2,600,17971,18000,0.9983888888888889
20191120_1458_outbred-2_L_C,novel_object,q3,600,17971,18000,0.9983888888888889
20191120_1525_outbred-3_L_C,novel_object,q4,600,17971,18000,0.9983888888888889
20191111_1558_10-1_L_A,open_field,q3,600,17372,17400,0.9983908045977011
20191112_1053_14-1_L_A,novel_object,q2,600,17372,17400,0.9983908045977011
20191114_1023_7-2_R_A,open_field,q4,600,17972,18000,0.9984444444444445
20191114_1425_59-1_L_A,open_field,q1,600,17972,18000,0.9984444444444445
20191116_1409_59-2_R_B,open_field,q2,600,17972,18000,0.9984444444444445
20191117_1054_138-1_L_B,open_field,q2,600,17972,18000,0.9984444444444445
20191117_1303_123-2_R_B,novel_object,q1,600,17972,18000,0.9984444444444445
20191119_1533_25-1_L_C,novel_object,q4,600,17972,18000,0.9984444444444445
20191120_1123_75-1_R_C,novel_object,q4,600,17972,18000,0.9984444444444445
20191120_1513_iCab_R_C,novel_object,q2,600,17972,18000,0.9984444444444445
20191115_1414_iCab_L_A,open_field,q1,600,17373,17400,0.998448275862069
20191115_1414_iCab_L_A,open_field,q3,600,17373,17400,0.998448275862069
20191113_1430_110-2_L_A,open_field,q1,600,16774,16800,0.998452380952381
20191114_1145_39-1_L_A,open_field,q3,600,17973,18000,0.9985
20191114_1201_55-2_R_A,novel_object,q4,600,17973,18000,0.9985
20191118_1006_32-2_R_B,open_field,q3,600,17973,18000,0.9985
20191118_1021_7-2_L_B,open_field,q2,600,17973,18000,0.9985
20191115_0954_71-1_L_A,open_field,q2,600,17374,17400,0.9985057471264368
20191119_1432_13-2_L_C,novel_object,q2,600,17374,17400,0.9985057471264368
20191115_1251_104-1_L_A,novel_object,q1,600,17974,18000,0.9985555555555555
20191120_0956_40-2_R_C,novel_object,q3,600,17974,18000,0.9985555555555555
20191120_1006_iCab_L_C,novel_object,q4,600,17974,18000,0.9985555555555555
20191112_1331_68-1_L_A,novel_object,q1,600,17975,18000,0.9986111111111111
20191116_1258_80-1_L_B,novel_object,q2,600,17975,18000,0.9986111111111111
20191119_0949_117-2_R_B,open_field,q4,600,17975,18000,0.9986111111111111
20191121_1338_outbred-A-1_R_C,novel_object,q4,600,17975,18000,0.9986111111111111
20191114_1321_iCab_L_A,open_field,q1,600,17376,17400,0.9986206896551724
20191113_1527_21-2_L_A,open_field,q3,600,16777,16800,0.9986309523809523
20191116_1144_23-1_R_B,novel_object,q1,600,17976,18000,0.9986666666666667
20191117_1138_79-2_R_B,novel_object,q1,600,17976,18000,0.9986666666666667
20191119_1235_131-4_R_B,novel_object,q4,600,17976,18000,0.9986666666666667
20191121_1239_outbred-1_R_C,novel_object,q3,600,17976,18000,0.9986666666666667
20191121_1454_iCab_L_C,open_field,q1,600,17976,18000,0.9986666666666667
20191111_1558_10-1_L_A,open_field,q4,600,17377,17400,0.9986781609195402
20191115_1036_80-2_L_A,open_field,q1,600,17377,17400,0.9986781609195402
20191115_1113_95-1_L_A,open_field,q3,600,17377,17400,0.9986781609195402
20191113_1444_72-2_R_A,novel_object,q1,600,8389,8400,0.9986904761904762
20191111_1627_11-1_L_A,open_field,q2,600,17977,18000,0.9987222222222222
20191113_1045_94-1_L_A,novel_object,q1,600,17977,18000,0.9987222222222222
20191114_1201_55-2_R_A,open_field,q3,600,17977,18000,0.9987222222222222
20191120_1123_75-1_R_C,novel_object,q2,600,17977,18000,0.9987222222222222
20191120_1150_50-2_R_C,open_field,q3,600,17977,18000,0.9987222222222222
20191120_1217_106-2_R_C,novel_object,q4,600,17977,18000,0.9987222222222222
20191115_1606_11-2_L_B,novel_object,q1,600,17378,17400,0.998735632183908
20191114_0937_iCab_L_A,open_field,q2,600,14382,14400,0.99875
20191114_1305_50-2_R_A,open_field,q1,600,17978,18000,0.9987777777777778
20191115_1520_13-2_R_B,open_field,q2,600,17978,18000,0.9987777777777778
20191117_1111_84-2_R_B,novel_object,q4,600,17978,18000,0.9987777777777778
20191117_1529_72-2_L_B,open_field,q4,600,17978,18000,0.9987777777777778
20191118_1049_71-1_L_B,open_field,q4,600,17978,18000,0.9987777777777778
20191118_1252_60-1_R_B,novel_object,q2,600,17978,18000,0.9987777777777778
20191119_1033_49-1_L_B,open_field,q3,600,17978,18000,0.9987777777777778
20191120_1056_32-2_R_C,novel_object,q1,600,17978,18000,0.9987777777777778
20191120_1150_50-2_R_C,novel_object,q3,600,17978,18000,0.9987777777777778
20191121_1257_iCab_L_C,novel_object,q1,600,17978,18000,0.9987777777777778
20191113_1415_117-1_R_A,open_field,q2,600,8390,8400,0.9988095238095238
20191114_1305_50-2_R_A,open_field,q3,600,17979,18000,0.9988333333333334
20191115_1338_134-1_R_A,open_field,q1,600,17979,18000,0.9988333333333334
20191117_1138_79-2_R_B,novel_object,q3,600,17979,18000,0.9988333333333334
20191117_1406_106-2_L_B,novel_object,q1,600,17979,18000,0.9988333333333334
20191117_1425_30-1_R_B,open_field,q2,600,17979,18000,0.9988333333333334
20191119_1248_iCab_L_B,novel_object,q3,600,17979,18000,0.9988333333333334
20191119_1552_22-1_R_C,open_field,q4,600,17979,18000,0.9988333333333334
20191120_1056_32-2_R_C,open_field,q4,600,17979,18000,0.9988333333333334
20191120_1105_47-1_L_C,open_field,q2,600,17979,18000,0.9988333333333334
20191120_1458_outbred-2_L_C,open_field,q4,600,17979,18000,0.9988333333333334
20191121_1454_iCab_L_C,novel_object,q2,600,17979,18000,0.9988333333333334
20191112_1206_15-1_L_A,novel_object,q4,600,17980,18000,0.9988888888888889
20191112_1525_33-1_L_A,novel_object,q4,600,17980,18000,0.9988888888888889
20191112_1625_39-2_L_A,open_field,q1,600,17980,18000,0.9988888888888889
20191119_1128_61-1_L_B,novel_object,q2,600,17980,18000,0.9988888888888889
20191119_1155_69-1_L_B,novel_object,q1,600,17980,18000,0.9988888888888889
20191120_1026_84-2_R_C,open_field,q3,600,17980,18000,0.9988888888888889
20191120_1158_135-1_L_C,novel_object,q4,600,17980,18000,0.9988888888888889
20191120_1332_outbred-A-2_L_C,open_field,q4,600,17980,18000,0.9988888888888889
20191115_1414_iCab_L_A,novel_object,q3,600,17381,17400,0.9989080459770115
20191113_1401_58-2_L_A,open_field,q1,600,16782,16800,0.9989285714285714
20191113_1611_29-1_R_A,open_field,q1,600,8391,8400,0.9989285714285714
20191112_1456_38-2_L_A,open_field,q4,600,17981,18000,0.9989444444444444
20191113_1011_iCab_L_A,novel_object,q3,600,17981,18000,0.9989444444444444
20191114_1217_40-1_L_A,open_field,q2,600,17981,18000,0.9989444444444444
20191116_1409_59-2_R_B,open_field,q3,600,17981,18000,0.9989444444444444
20191119_1016_132-4-1_R_B,novel_object,q2,600,17981,18000,0.9989444444444444
20191119_1016_132-4-1_R_B,open_field,q2,600,17981,18000,0.9989444444444444
20191120_1131_33-1_L_C,novel_object,q3,600,17981,18000,0.9989444444444444
20191121_1101_iCab_L_C,open_field,q4,600,17981,18000,0.9989444444444444
20191114_0937_iCab_L_A,novel_object,q2,600,14385,14400,0.9989583333333333
20191113_1332_106-2_L_A,open_field,q1,600,16783,16800,0.9989880952380953
20191114_1217_40-1_L_A,novel_object,q3,600,17982,18000,0.999
20191114_1217_40-1_L_A,open_field,q3,600,17982,18000,0.999
20191117_1207_106-1_R_B,open_field,q3,600,17982,18000,0.999
20191117_1529_72-2_L_B,open_field,q1,600,17982,18000,0.999
20191118_1006_32-2_R_B,open_field,q2,600,17982,18000,0.999
20191120_1034_80-1_L_C,open_field,q3,600,17982,18000,0.999
20191120_1446_outbred-1_R_C,novel_object,q4,600,17982,18000,0.999
20191121_1147_luzonensis_R_C,novel_object,q1,600,17982,18000,0.999
20191119_1432_13-2_L_C,open_field,q4,600,17383,17400,0.9990229885057471
20191113_1247_106-1_R_A,novel_object,q1,600,8392,8400,0.9990476190476191
20191113_1444_72-2_R_A,open_field,q3,600,8392,8400,0.9990476190476191
20191113_1045_94-1_L_A,novel_object,q3,600,17983,18000,0.9990555555555556
20191114_1008_20-1_L_A,open_field,q2,600,17983,18000,0.9990555555555556
20191115_1024_72-1_R_A,novel_object,q1,600,17983,18000,0.9990555555555556
20191115_1214_129-1_L_A,novel_object,q4,600,17983,18000,0.9990555555555556
20191118_1158_20-1_R_B,open_field,q1,600,17983,18000,0.9990555555555556
20191118_1224_8-2_R_B,novel_object,q4,600,17983,18000,0.9990555555555556
20191119_1004_62-2_L_B,novel_object,q4,600,17983,18000,0.9990555555555556
20191120_1105_47-1_L_C,novel_object,q4,600,17983,18000,0.9990555555555556
20191115_1113_95-1_L_A,open_field,q4,600,17384,17400,0.999080459770115
20191115_1214_129-1_L_A,open_field,q1,600,17984,18000,0.9991111111111111
20191116_1144_23-1_R_B,open_field,q3,600,17984,18000,0.9991111111111111
20191117_1303_123-2_R_B,novel_object,q3,600,17984,18000,0.9991111111111111
20191117_1452_117-1_R_B,novel_object,q4,600,17984,18000,0.9991111111111111
20191118_1006_32-2_R_B,open_field,q1,600,17984,18000,0.9991111111111111
20191119_1322_14-2_L_C,novel_object,q4,600,17984,18000,0.9991111111111111
20191112_1722_135-2_L_A,open_field,q3,600,17985,18000,0.9991666666666666
20191113_1247_106-1_R_A,novel_object,q2,600,8393,8400,0.9991666666666666
20191113_1302_53-2_L_A,open_field,q4,600,16786,16800,0.9991666666666666
20191114_1249_49-1_L_A,novel_object,q2,600,17985,18000,0.9991666666666666
20191115_1520_13-2_R_B,novel_object,q3,600,17985,18000,0.9991666666666666
20191116_1409_59-2_R_B,open_field,q1,600,17985,18000,0.9991666666666666
20191118_1214_39-1_L_B,novel_object,q1,600,17985,18000,0.9991666666666666
20191119_1033_49-1_L_B,open_field,q1,600,17985,18000,0.9991666666666666
20191119_1043_iCab_R_B,novel_object,q1,600,17985,18000,0.9991666666666666
20191119_1427_30-1_R_C,open_field,q3,600,17985,18000,0.9991666666666666
20191119_1506_29-1_L_C,open_field,q3,600,17985,18000,0.9991666666666666
20191119_1525_23-1_R_C,open_field,q3,600,17985,18000,0.9991666666666666
20191120_1123_75-1_R_C,open_field,q1,600,17985,18000,0.9991666666666666
20191120_1131_33-1_L_C,novel_object,q4,600,17985,18000,0.9991666666666666
20191120_1233_94-1_L_C,open_field,q1,600,17985,18000,0.9991666666666666
20191111_1558_10-1_L_A,novel_object,q4,600,17386,17400,0.9991954022988506
20191115_1113_95-1_L_A,open_field,q1,600,17386,17400,0.9991954022988506
20191112_1025_13-2_L_A,novel_object,q2,600,17986,18000,0.9992222222222222
20191112_1456_38-2_L_A,novel_object,q1,600,17986,18000,0.9992222222222222
20191112_1722_135-2_L_A,open_field,q4,600,17986,18000,0.9992222222222222
20191113_0911_84-2_L_A,novel_object,q4,600,17986,18000,0.9992222222222222
20191113_0911_84-2_L_A,open_field,q2,600,17986,18000,0.9992222222222222
20191114_1233_47-1_R_A,open_field,q3,600,17986,18000,0.9992222222222222
20191114_1249_49-1_L_A,open_field,q2,600,17986,18000,0.9992222222222222
20191115_1615_11-1_R_B,open_field,q4,600,17986,18000,0.9992222222222222
20191116_1258_80-1_L_B,open_field,q4,600,17986,18000,0.9992222222222222
20191117_1027_58-2_L_B,novel_object,q4,600,17986,18000,0.9992222222222222
20191117_1027_58-2_L_B,open_field,q2,600,17986,18000,0.9992222222222222
20191118_1006_32-2_R_B,novel_object,q4,600,17986,18000,0.9992222222222222
20191118_1035_40-2_R_B,novel_object,q2,600,17986,18000,0.9992222222222222
20191118_1214_39-1_L_B,open_field,q3,600,17986,18000,0.9992222222222222
20191120_1401_outbred-A-4_L_C,open_field,q4,600,17986,18000,0.9992222222222222
20191120_1416_iCab_R_C,open_field,q4,600,17986,18000,0.9992222222222222
20191121_1101_iCab_L_C,open_field,q3,600,17986,18000,0.9992222222222222
20191113_1401_58-2_L_A,open_field,q2,600,16787,16800,0.9992261904761904
20191113_1430_110-2_L_A,novel_object,q4,600,16787,16800,0.9992261904761904
20191111_1655_11-2_L_A,open_field,q3,600,17387,17400,0.9992528735632183
20191113_0911_84-2_L_A,novel_object,q3,600,17987,18000,0.9992777777777778
20191114_0952_4-1_R_A,open_field,q3,600,17987,18000,0.9992777777777778
20191114_1409_62-2_R_A,novel_object,q4,600,17987,18000,0.9992777777777778
20191116_1044_43-2_R_B,novel_object,q2,600,17987,18000,0.9992777777777778
20191116_1231_iCab_L_B,open_field,q3,600,17987,18000,0.9992777777777778
20191116_1309_21-2_R_B,open_field,q4,600,17987,18000,0.9992777777777778
20191117_1138_79-2_R_B,open_field,q4,600,17987,18000,0.9992777777777778
20191117_1452_117-1_R_B,open_field,q3,600,17987,18000,0.9992777777777778
20191119_1427_30-1_R_C,open_field,q4,600,17987,18000,0.9992777777777778
20191111_1655_11-2_L_A,open_field,q1,600,17388,17400,0.9993103448275862
20191115_1036_80-2_L_A,open_field,q2,600,17388,17400,0.9993103448275862
20191115_1036_80-2_L_A,open_field,q3,600,17388,17400,0.9993103448275862
20191115_1633_10-1_L_B,novel_object,q4,600,17388,17400,0.9993103448275862
20191112_1554_43-2_L_A,novel_object,q1,600,17988,18000,0.9993333333333333
20191115_1642_14-1_R_B,novel_object,q2,600,17988,18000,0.9993333333333333
20191117_1312_23-2_L_B,open_field,q4,600,17988,18000,0.9993333333333333
20191117_1329_15-1_R_B,novel_object,q3,600,17988,18000,0.9993333333333333
20191117_1433_68-1_L_B,novel_object,q2,600,17988,18000,0.9993333333333333
20191118_1049_71-1_L_B,open_field,q3,600,17988,18000,0.9993333333333333
20191118_1118_95-1_L_B,open_field,q2,600,17988,18000,0.9993333333333333
20191118_1118_95-1_L_B,open_field,q4,600,17988,18000,0.9993333333333333
20191118_1311_80-2_L_B,open_field,q4,600,17988,18000,0.9993333333333333
20191118_1345_iCab_R_B,novel_object,q3,600,17988,18000,0.9993333333333333
20191119_1016_132-4-1_R_B,open_field,q4,600,17988,18000,0.9993333333333333
20191119_1207_104-1_R_B,open_field,q1,600,17988,18000,0.9993333333333333
20191120_1056_32-2_R_C,open_field,q3,600,17988,18000,0.9993333333333333
20191121_1130_luzonensis_L_C,open_field,q3,600,17988,18000,0.9993333333333333
20191121_1147_luzonensis_R_C,open_field,q1,600,17988,18000,0.9993333333333333
20191112_1303_17-1_L_A,novel_object,q4,600,17389,17400,0.999367816091954
20191112_1025_13-2_L_A,open_field,q3,600,17989,18000,0.9993888888888889
20191112_1206_15-1_L_A,open_field,q3,600,17989,18000,0.9993888888888889
20191115_1128_123-2_R_A,novel_object,q3,600,17989,18000,0.9993888888888889
20191115_1520_13-2_R_B,open_field,q4,600,17989,18000,0.9993888888888889
20191116_1116_39-2_R_B,open_field,q3,600,17989,18000,0.9993888888888889
20191116_1211_17-1_R_B,open_field,q4,600,17989,18000,0.9993888888888889
20191117_1150_53-2_L_B,open_field,q4,600,17989,18000,0.9993888888888889
20191117_1433_68-1_L_B,open_field,q4,600,17989,18000,0.9993888888888889
20191118_1006_32-2_R_B,novel_object,q2,600,17989,18000,0.9993888888888889
20191119_1128_61-1_L_B,novel_object,q3,600,17989,18000,0.9993888888888889
20191120_0956_40-2_R_C,open_field,q1,600,17989,18000,0.9993888888888889
20191120_1026_84-2_R_C,novel_object,q4,600,17989,18000,0.9993888888888889
20191113_1345_80-1_R_A,open_field,q4,600,8395,8400,0.9994047619047619
20191113_1401_58-2_L_A,novel_object,q2,600,16790,16800,0.9994047619047619
20191115_1036_80-2_L_A,novel_object,q1,600,17390,17400,0.9994252873563219
20191114_1113_40-2_L_A,open_field,q2,600,17990,18000,0.9994444444444445
20191114_1113_40-2_L_A,open_field,q4,600,17990,18000,0.9994444444444445
20191115_1144_132-4-1_L_A,open_field,q4,600,17990,18000,0.9994444444444445
20191115_1615_11-1_R_B,open_field,q3,600,17990,18000,0.9994444444444445
20191116_1203_38-2_L_B,novel_object,q2,600,17990,18000,0.9994444444444445
20191117_1034_iCab_R_B,open_field,q4,600,17990,18000,0.9994444444444445
20191117_1150_53-2_L_B,novel_object,q4,600,17990,18000,0.9994444444444445
20191117_1356_140-3_R_B,open_field,q3,600,17990,18000,0.9994444444444445
20191118_1035_40-2_R_B,novel_object,q4,600,17990,18000,0.9994444444444445
20191119_1138_59-1_R_B,open_field,q1,600,17990,18000,0.9994444444444445
20191119_1155_69-1_L_B,open_field,q2,600,17990,18000,0.9994444444444445
20191120_1525_outbred-3_L_C,novel_object,q3,600,17990,18000,0.9994444444444445
20191121_1106_iCab_R_C,novel_object,q1,600,17990,18000,0.9994444444444445
20191111_1527_5-1_L_A,open_field,q3,600,17391,17400,0.9994827586206897
20191111_1724_iCab_L_A,open_field,q4,600,17391,17400,0.9994827586206897
20191115_1323_135-1_L_A,novel_object,q2,600,17391,17400,0.9994827586206897
20191111_1627_11-1_L_A,novel_object,q1,600,17991,18000,0.9995
20191112_1358_23-1_L_A,novel_object,q4,600,17991,18000,0.9995
20191114_1058_30-1_R_A,novel_object,q1,600,17991,18000,0.9995
20191116_1355_33-1_L_B,open_field,q4,600,17991,18000,0.9995
20191117_1406_106-2_L_B,open_field,q4,600,17991,18000,0.9995
20191118_1224_8-2_R_B,novel_object,q3,600,17991,18000,0.9995
20191119_1100_139-4_L_B,open_field,q3,600,17991,18000,0.9995
20191119_1222_129-1_L_B,open_field,q2,600,17991,18000,0.9995
20191120_1233_94-1_L_C,open_field,q4,600,17991,18000,0.9995
20191113_1415_117-1_R_A,open_field,q3,600,8396,8400,0.9995238095238095
20191111_1527_5-1_L_A,novel_object,q2,600,17392,17400,0.9995402298850574
20191112_1456_38-2_L_A,open_field,q2,600,17992,18000,0.9995555555555555
20191112_1625_39-2_L_A,open_field,q4,600,17992,18000,0.9995555555555555
20191113_0911_84-2_L_A,open_field,q1,600,17992,18000,0.9995555555555555
20191114_1023_7-2_R_A,open_field,q3,600,17992,18000,0.9995555555555555
20191114_1113_40-2_L_A,open_field,q3,600,17992,18000,0.9995555555555555
20191115_1144_132-4-1_L_A,open_field,q3,600,17992,18000,0.9995555555555555
20191115_1251_104-1_L_A,novel_object,q4,600,17992,18000,0.9995555555555555
20191116_1355_33-1_L_B,novel_object,q3,600,17992,18000,0.9995555555555555
20191117_1529_72-2_L_B,novel_object,q2,600,17992,18000,0.9995555555555555
20191118_1158_20-1_R_B,novel_object,q4,600,17992,18000,0.9995555555555555
20191119_1222_129-1_L_B,novel_object,q1,600,17992,18000,0.9995555555555555
20191119_1533_25-1_L_C,novel_object,q2,600,17992,18000,0.9995555555555555
20191120_1217_106-2_R_C,open_field,q3,600,17992,18000,0.9995555555555555
20191121_1448_iCab_R_C,novel_object,q2,600,17992,18000,0.9995555555555555
20191113_1233_79-2_L_A,open_field,q3,600,16793,16800,0.9995833333333334
20191111_1527_5-1_L_A,novel_object,q1,600,17393,17400,0.9995977011494253
20191119_1432_13-2_L_C,novel_object,q3,600,17393,17400,0.9995977011494253
20191112_1525_33-1_L_A,open_field,q3,600,17993,18000,0.9996111111111111
20191114_1058_30-1_R_A,open_field,q3,600,17993,18000,0.9996111111111111
20191114_1440_70-2_R_A,novel_object,q1,600,17993,18000,0.9996111111111111
20191117_1207_106-1_R_B,open_field,q4,600,17993,18000,0.9996111111111111
20191117_1312_23-2_L_B,open_field,q1,600,17993,18000,0.9996111111111111
20191117_1433_68-1_L_B,open_field,q2,600,17993,18000,0.9996111111111111
20191118_1049_71-1_L_B,novel_object,q4,600,17993,18000,0.9996111111111111
20191118_1252_60-1_R_B,open_field,q4,600,17993,18000,0.9996111111111111
20191119_1322_14-2_L_C,open_field,q2,600,17993,18000,0.9996111111111111
20191119_1459_18-2_R_C,novel_object,q3,600,17993,18000,0.9996111111111111
20191120_1251_outbred-A-1_R_C,novel_object,q3,600,17993,18000,0.9996111111111111
20191120_1428_outbred-system_L_C,open_field,q4,600,17993,18000,0.9996111111111111
20191113_1444_72-2_R_A,novel_object,q4,600,8397,8400,0.9996428571428572
20191113_1444_72-2_R_A,open_field,q4,600,8397,8400,0.9996428571428572
20191113_1542_138-1_R_A,novel_object,q1,600,8397,8400,0.9996428571428572
20191115_1036_80-2_L_A,novel_object,q4,600,17394,17400,0.9996551724137931
20191115_1323_135-1_L_A,open_field,q1,600,17394,17400,0.9996551724137931
20191112_1025_13-2_L_A,open_field,q1,600,17994,18000,0.9996666666666667
20191112_1653_25-1_L_A,novel_object,q1,600,17994,18000,0.9996666666666667
20191113_0911_84-2_L_A,novel_object,q1,600,17994,18000,0.9996666666666667
20191114_1201_55-2_R_A,novel_object,q3,600,17994,18000,0.9996666666666667
20191115_1214_129-1_L_A,open_field,q2,600,17994,18000,0.9996666666666667
20191115_1235_117-2_R_A,novel_object,q4,600,17994,18000,0.9996666666666667
20191115_1235_117-2_R_A,open_field,q1,600,17994,18000,0.9996666666666667
20191115_1642_14-1_R_B,open_field,q2,600,17994,18000,0.9996666666666667
20191116_1044_43-2_R_B,open_field,q2,600,17994,18000,0.9996666666666667
20191116_1203_38-2_L_B,open_field,q2,600,17994,18000,0.9996666666666667
20191116_1309_21-2_R_B,novel_object,q3,600,17994,18000,0.9996666666666667
20191117_1034_iCab_R_B,open_field,q3,600,17994,18000,0.9996666666666667
20191117_1303_123-2_R_B,open_field,q3,600,17994,18000,0.9996666666666667
20191117_1340_4-1_L_B,novel_object,q2,600,17994,18000,0.9996666666666667
20191117_1356_140-3_R_B,open_field,q2,600,17994,18000,0.9996666666666667
20191118_1035_40-2_R_B,open_field,q1,600,17994,18000,0.9996666666666667
20191118_1158_20-1_R_B,open_field,q4,600,17994,18000,0.9996666666666667
20191119_1004_62-2_L_B,novel_object,q2,600,17994,18000,0.9996666666666667
20191119_1128_61-1_L_B,novel_object,q1,600,17994,18000,0.9996666666666667
20191119_1207_104-1_R_B,open_field,q4,600,17994,18000,0.9996666666666667
20191119_1222_129-1_L_B,open_field,q1,600,17994,18000,0.9996666666666667
20191120_1123_75-1_R_C,open_field,q4,600,17994,18000,0.9996666666666667
20191121_1130_luzonensis_L_C,open_field,q4,600,17994,18000,0.9996666666666667
20191113_1527_21-2_L_A,novel_object,q3,600,16795,16800,0.999702380952381
20191111_1724_iCab_L_A,open_field,q2,600,17395,17400,0.9997126436781609
20191115_0954_71-1_L_A,open_field,q3,600,17395,17400,0.9997126436781609
20191116_1039_18-2_L_B,open_field,q4,600,17395,17400,0.9997126436781609
20191112_1025_13-2_L_A,open_field,q4,600,17995,18000,0.9997222222222222
20191112_1525_33-1_L_A,open_field,q1,600,17995,18000,0.9997222222222222
20191113_0911_84-2_L_A,open_field,q3,600,17995,18000,0.9997222222222222
20191113_1045_94-1_L_A,novel_object,q2,600,17995,18000,0.9997222222222222
20191115_1024_72-1_R_A,open_field,q4,600,17995,18000,0.9997222222222222
20191116_1116_39-2_R_B,open_field,q4,600,17995,18000,0.9997222222222222
20191116_1231_iCab_L_B,open_field,q2,600,17995,18000,0.9997222222222222
20191116_1424_137-4_L_B,novel_object,q3,600,17995,18000,0.9997222222222222
20191118_1021_7-2_L_B,novel_object,q4,600,17995,18000,0.9997222222222222
20191118_1214_39-1_L_B,open_field,q1,600,17995,18000,0.9997222222222222
20191119_1033_49-1_L_B,open_field,q4,600,17995,18000,0.9997222222222222
20191119_1128_61-1_L_B,open_field,q2,600,17995,18000,0.9997222222222222
20191119_1552_22-1_R_C,novel_object,q1,600,17995,18000,0.9997222222222222
20191120_1251_outbred-A-1_R_C,open_field,q1,600,17995,18000,0.9997222222222222
20191120_1304_140-3_L_C,novel_object,q4,600,17995,18000,0.9997222222222222
20191113_1415_117-1_R_A,novel_object,q2,600,8398,8400,0.9997619047619047
20191113_1430_110-2_L_A,open_field,q4,600,16796,16800,0.9997619047619047
20191113_1557_22-1_L_A,open_field,q3,600,16796,16800,0.9997619047619047
20191111_1527_5-1_L_A,open_field,q2,600,17396,17400,0.9997701149425288
20191112_0948_4-2_L_A,novel_object,q1,600,17396,17400,0.9997701149425288
20191115_1113_95-1_L_A,open_field,q2,600,17396,17400,0.9997701149425288
20191112_1358_23-1_L_A,novel_object,q3,600,17996,18000,0.9997777777777778
20191113_0911_84-2_L_A,novel_object,q2,600,17996,18000,0.9997777777777778
20191114_1058_30-1_R_A,novel_object,q3,600,17996,18000,0.9997777777777778
20191114_1425_59-1_L_A,novel_object,q3,600,17996,18000,0.9997777777777778
20191115_1024_72-1_R_A,open_field,q2,600,17996,18000,0.9997777777777778
20191115_1338_134-1_R_A,open_field,q3,600,17996,18000,0.9997777777777778
20191116_1116_39-2_R_B,novel_object,q1,600,17996,18000,0.9997777777777778
20191116_1203_38-2_L_B,open_field,q4,600,17996,18000,0.9997777777777778
20191116_1258_80-1_L_B,open_field,q2,600,17996,18000,0.9997777777777778
20191117_1356_140-3_R_B,novel_object,q3,600,17996,18000,0.9997777777777778
20191118_1021_7-2_L_B,novel_object,q2,600,17996,18000,0.9997777777777778
20191118_1035_40-2_R_B,open_field,q4,600,17996,18000,0.9997777777777778
20191119_0949_117-2_R_B,novel_object,q3,600,17996,18000,0.9997777777777778
20191120_1056_32-2_R_C,novel_object,q3,600,17996,18000,0.9997777777777778
20191120_1304_140-3_L_C,open_field,q1,600,17996,18000,0.9997777777777778
20191120_1401_outbred-A-4_L_C,novel_object,q2,600,17996,18000,0.9997777777777778
20191120_1416_iCab_R_C,novel_object,q2,600,17996,18000,0.9997777777777778
20191121_1147_luzonensis_R_C,open_field,q2,600,17996,18000,0.9997777777777778
20191113_1458_137-4_L_A,novel_object,q3,600,16797,16800,0.9998214285714285
20191112_0948_4-2_L_A,novel_object,q2,600,17397,17400,0.9998275862068966
20191112_1053_14-1_L_A,open_field,q1,600,17397,17400,0.9998275862068966
20191112_1303_17-1_L_A,novel_object,q2,600,17397,17400,0.9998275862068966
20191114_1321_iCab_L_A,novel_object,q2,600,17397,17400,0.9998275862068966
20191111_1627_11-1_L_A,novel_object,q2,600,17997,18000,0.9998333333333334
20191112_1206_15-1_L_A,novel_object,q3,600,17997,18000,0.9998333333333334
20191112_1625_39-2_L_A,open_field,q3,600,17997,18000,0.9998333333333334
20191114_0952_4-1_R_A,open_field,q4,600,17997,18000,0.9998333333333334
20191114_1008_20-1_L_A,open_field,q1,600,17997,18000,0.9998333333333334
20191114_1353_61-1_L_A,open_field,q2,600,17997,18000,0.9998333333333334
20191115_1420_iCab_R_A,novel_object,q1,600,17997,18000,0.9998333333333334
20191115_1520_13-2_R_B,novel_object,q2,600,17997,18000,0.9998333333333334
20191116_1116_39-2_R_B,novel_object,q4,600,17997,18000,0.9998333333333334
20191116_1240_135-2_R_B,open_field,q1,600,17997,18000,0.9998333333333334
20191116_1438_50-2_R_B,novel_object,q1,600,17997,18000,0.9998333333333334
20191117_1329_15-1_R_B,novel_object,q4,600,17997,18000,0.9998333333333334
20191118_1118_95-1_L_B,open_field,q3,600,17997,18000,0.9998333333333334
20191118_1214_39-1_L_B,novel_object,q3,600,17997,18000,0.9998333333333334
20191118_1242_134-1_L_B,open_field,q2,600,17997,18000,0.9998333333333334
20191119_1043_iCab_R_B,open_field,q3,600,17997,18000,0.9998333333333334
20191119_1322_14-2_L_C,novel_object,q3,600,17997,18000,0.9998333333333334
