20191112_0948_4-2_L_A__open_field__q4,no_bg_sub_area_min_10
20191112_1025_13-2_L_A__novel_object__q1,int_max_160_area_min_25
20191112_1025_13-2_L_A__novel_object__q2,int_max_140
20191112_1025_13-2_L_A__novel_object__q3,int_max_160_area_min_25
20191112_1025_13-2_L_A__novel_object__q4,int_max_140
20191112_1025_13-2_L_A__open_field__q1,no_bg_sub_area_min_10
20191112_1025_13-2_L_A__open_field__q2,no_bg_sub_area_min_10_int_max_150
20191112_1025_13-2_L_A__open_field__q3,no_bg_sub_area_min_10
20191112_1025_13-2_L_A__open_field__q4,no_bg_sub_area_min_10
20191112_1053_14-1_L_A__novel_object__q1,int_max_150
20191112_1053_14-1_L_A__novel_object__q2,int_max_160_area_min_25
20191112_1053_14-1_L_A__novel_object__q3,no_bg_sub
20191112_1053_14-1_L_A__novel_object__q4,int_max_160_area_min_25
20191112_1053_14-1_L_A__open_field__q1,no_bg_sub_area_min_10_int_max_150
20191112_1053_14-1_L_A__open_field__q2,no_bg_sub_area_min_10_int_max_150
20191112_1053_14-1_L_A__open_field__q3,no_bg_sub_area_min_10_int_max_150
20191112_1053_14-1_L_A__open_field__q4,default
20191112_1129_14-2_L_A__novel_object__q1,no_bg_sub_int_max_160
20191112_1129_14-2_L_A__novel_object__q2,no_bg_subint_max_175_area_min_200
20191112_1129_14-2_L_A__novel_object__q3,no_bg_sub_int_max_180_area_min_100
20191112_1129_14-2_L_A__novel_object__q4,int_max_160_area_min_25
20191112_1129_14-2_L_A__open_field__q1,no_bg_sub_area_min_10_int_max_150
20191112_1129_14-2_L_A__open_field__q2,no_bg_sub_area_min_10_int_max_150
20191112_1129_14-2_L_A__open_field__q3,no_bg_sub_area_min_10_int_max_150
20191112_1129_14-2_L_A__open_field__q4,no_bg_sub_area_min_10_int_max_150
20191112_1206_15-1_L_A__novel_object__q1,int_max_160_area_min_25
20191112_1206_15-1_L_A__novel_object__q2,int_max_140
20191112_1206_15-1_L_A__novel_object__q3,int_max_140
20191112_1206_15-1_L_A__novel_object__q4,int_max_160_area_min_25
20191112_1206_15-1_L_A__open_field__q1,no_bg_sub_area_min_10_int_max_150
20191112_1206_15-1_L_A__open_field__q2,no_bg_sub_area_min_10_int_max_150
20191112_1206_15-1_L_A__open_field__q3,no_bg_sub_area_min_10_int_max_150
20191112_1206_15-1_L_A__open_field__q4,no_bg_sub_area_min_10_int_max_150
20191112_1236_18-2_L_A__novel_object__q1,no_bg_sub_int_max_160
20191112_1236_18-2_L_A__novel_object__q2,int_max_150
20191112_1236_18-2_L_A__novel_object__q3,int_max_160_area_min_25
20191112_1236_18-2_L_A__novel_object__q4,default
20191112_1236_18-2_L_A__open_field__q1,no_bg_sub_area_min_10_int_max_150
20191112_1236_18-2_L_A__open_field__q2,no_bg_sub_area_min_10
20191112_1236_18-2_L_A__open_field__q3,no_bg_sub_area_min_10
20191112_1236_18-2_L_A__open_field__q4,no_bg_sub_area_min_10_int_max_150
20191112_1303_17-1_L_A__novel_object__q1,int_max_160_area_min_25
20191112_1303_17-1_L_A__novel_object__q2,default
20191112_1303_17-1_L_A__novel_object__q3,no_bg_sub_int_max_160
20191112_1303_17-1_L_A__novel_object__q4,int_max_140
20191112_1303_17-1_L_A__open_field__q1,no_bg_sub_area_min_10_int_max_150
20191112_1303_17-1_L_A__open_field__q2,no_bg_sub_area_min_10
20191112_1303_17-1_L_A__open_field__q3,no_bg_sub_area_min_10_int_max_150
20191112_1303_17-1_L_A__open_field__q4,no_bg_sub_area_min_10_int_max_150
20191112_1331_68-1_L_A__novel_object__q1,int_max_140
20191112_1331_68-1_L_A__novel_object__q2,int_max_160_area_min_25
20191112_1331_68-1_L_A__novel_object__q3,int_max_160_area_min_25
20191112_1331_68-1_L_A__novel_object__q4,no_bg_sub
20191112_1331_68-1_L_A__open_field__q1,no_bg_sub_area_min_10
20191112_1331_68-1_L_A__open_field__q2,no_bg_sub_area_min_10_int_max_150
20191112_1331_68-1_L_A__open_field__q3,no_bg_sub_area_min_10
20191112_1331_68-1_L_A__open_field__q4,no_bg_sub_area_min_10
20191112_1358_23-1_L_A__novel_object__q1,no_bg_sub_int_max_160
20191112_1358_23-1_L_A__novel_object__q2,no_bg_sub_int_max_180
20191112_1358_23-1_L_A__novel_object__q3,int_max_140
20191112_1358_23-1_L_A__novel_object__q4,int_max_160_area_min_25
20191112_1358_23-1_L_A__open_field__q1,no_bg_sub_area_min_10_int_max_150
20191112_1358_23-1_L_A__open_field__q2,no_bg_sub_area_min_10
20191112_1358_23-1_L_A__open_field__q3,no_bg_sub
20191112_1358_23-1_L_A__open_field__q4,no_bg_sub_area_min_10_int_max_150
20191112_1426_59-2_L_A__novel_object__q1,int_max_160_area_min_25
20191112_1426_59-2_L_A__novel_object__q2,int_max_160_area_min_25
20191112_1426_59-2_L_A__novel_object__q3,no_bg_sub_int_max_160
20191112_1426_59-2_L_A__novel_object__q4,no_bg_sub_int_max_160
20191112_1426_59-2_L_A__open_field__q1,no_bg_sub_area_min_10_int_max_150
20191112_1426_59-2_L_A__open_field__q2,no_bg_sub_area_min_10_int_max_150
20191112_1426_59-2_L_A__open_field__q3,no_bg_sub_area_min_10_int_max_150
20191112_1426_59-2_L_A__open_field__q4,no_bg_sub_area_min_10_int_max_150
20191112_1456_38-2_L_A__novel_object__q1,int_max_140
20191112_1456_38-2_L_A__novel_object__q2,int_max_160_area_min_25
20191112_1456_38-2_L_A__novel_object__q3,int_max_160_area_min_25
20191112_1456_38-2_L_A__novel_object__q4,int_max_140
20191112_1456_38-2_L_A__open_field__q1,no_bg_sub_area_min_10
20191112_1456_38-2_L_A__open_field__q2,no_bg_sub_area_min_10
20191112_1456_38-2_L_A__open_field__q3,default
20191112_1456_38-2_L_A__open_field__q4,no_bg_sub_area_min_10
20191112_1525_33-1_L_A__novel_object__q1,int_max_140
20191112_1525_33-1_L_A__novel_object__q2,area_min_150
20191112_1525_33-1_L_A__novel_object__q3,int_max_140
20191112_1525_33-1_L_A__novel_object__q4,int_max_140
20191112_1525_33-1_L_A__open_field__q1,no_bg_sub_area_min_10_int_max_150
20191112_1525_33-1_L_A__open_field__q2,no_bg_sub_area_min_10_int_max_150
20191112_1525_33-1_L_A__open_field__q3,no_bg_sub_area_min_10_int_max_150
20191112_1525_33-1_L_A__open_field__q4,no_bg_sub_area_min_10_int_max_150
20191112_1554_43-2_L_A__novel_object__q1,int_max_160_area_min_25
20191112_1554_43-2_L_A__novel_object__q2,int_max_160_area_min_25
20191112_1554_43-2_L_A__novel_object__q3,int_max_140
20191112_1554_43-2_L_A__novel_object__q4,int_max_140
20191112_1554_43-2_L_A__open_field__q1,default
20191112_1554_43-2_L_A__open_field__q2,no_bg_sub_area_min_10
20191112_1554_43-2_L_A__open_field__q3,no_bg_sub
20191112_1554_43-2_L_A__open_field__q4,no_bg_sub
20191112_1625_39-2_L_A__novel_object__q1,int_max_150
20191112_1625_39-2_L_A__novel_object__q2,no_bg_sub_int_max_160
20191112_1625_39-2_L_A__novel_object__q3,no_bg_subint_max_175_area_min_200
20191112_1625_39-2_L_A__novel_object__q4,int_max_140
20191112_1625_39-2_L_A__open_field__q1,no_bg_sub_area_min_10_int_max_150
20191112_1625_39-2_L_A__open_field__q2,no_bg_sub_area_min_10_int_max_150
20191112_1625_39-2_L_A__open_field__q3,no_bg_sub_area_min_10_int_max_150
20191112_1625_39-2_L_A__open_field__q4,no_bg_sub_area_min_10_int_max_150
20191112_1653_25-1_L_A__novel_object__q1,int_max_150
20191112_1653_25-1_L_A__novel_object__q2,int_max_160_area_min_25
20191112_1653_25-1_L_A__novel_object__q3,int_max_140
20191112_1653_25-1_L_A__novel_object__q4,int_max_140
20191112_1653_25-1_L_A__open_field__q1,no_bg_sub_area_min_10
20191112_1653_25-1_L_A__open_field__q2,no_bg_sub_area_min_10_int_max_150
20191112_1653_25-1_L_A__open_field__q3,no_bg_sub
20191112_1653_25-1_L_A__open_field__q4,no_bg_sub_area_min_10
20191112_1722_135-2_L_A__novel_object__q1,int_max_160_area_min_25
20191112_1722_135-2_L_A__novel_object__q2,int_max_140
20191112_1722_135-2_L_A__novel_object__q3,no_bg_sub
20191112_1722_135-2_L_A__novel_object__q4,no_bg_sub
20191112_1722_135-2_L_A__open_field__q1,no_bg_sub_area_min_10_int_max_150
20191112_1722_135-2_L_A__open_field__q2,no_bg_sub_area_min_10_int_max_150
20191112_1722_135-2_L_A__open_field__q3,no_bg_sub_area_min_10_int_max_150
20191112_1722_135-2_L_A__open_field__q4,no_bg_sub_area_min_10_int_max_150
20191113_0911_84-2_L_A__novel_object__q1,int_max_160_area_min_25
20191113_0911_84-2_L_A__novel_object__q2,int_max_160_area_min_25
20191113_0911_84-2_L_A__novel_object__q3,int_max_140
20191113_0911_84-2_L_A__novel_object__q4,int_max_140
20191113_0911_84-2_L_A__open_field__q1,no_bg_sub_area_min_10_int_max_150
20191113_0911_84-2_L_A__open_field__q2,no_bg_sub_area_min_10_int_max_150
20191113_0911_84-2_L_A__open_field__q3,no_bg_sub_area_min_10_int_max_150
20191113_0911_84-2_L_A__open_field__q4,no_bg_sub_area_min_10_int_max_150
20191113_0941_69-2_L_A__novel_object__q1,no_bg_sub_int_max_160
20191113_0941_69-2_L_A__novel_object__q2,int_max_160_area_min_25
20191113_0941_69-2_L_A__novel_object__q3,int_max_140
20191113_0941_69-2_L_A__novel_object__q4,int_max_160_area_min_25
20191113_0941_69-2_L_A__open_field__q1,no_bg_sub_area_min_10_int_max_150
20191113_0941_69-2_L_A__open_field__q2,no_bg_sub_area_min_10_int_max_150
20191113_0941_69-2_L_A__open_field__q3,no_bg_sub_area_min_10
20191113_0941_69-2_L_A__open_field__q4,no_bg_sub_area_min_10_int_max_150
20191113_1011_iCab_L_A__novel_object__q1,int_max_160_area_min_25
20191113_1011_iCab_L_A__novel_object__q2,no_bg_subint_max_175_area_min_200
20191113_1011_iCab_L_A__novel_object__q3,int_max_150
20191113_1011_iCab_L_A__novel_object__q4,int_max_140
20191113_1011_iCab_L_A__open_field__q1,no_bg_sub_area_min_10
20191113_1011_iCab_L_A__open_field__q2,no_bg_sub_area_min_10_int_max_150
20191113_1011_iCab_L_A__open_field__q3,no_bg_sub_area_min_10_int_max_150
20191113_1011_iCab_L_A__open_field__q4,no_bg_sub_area_min_10_int_max_150
20191113_1045_94-1_L_A__novel_object__q1,int_max_150
20191113_1045_94-1_L_A__novel_object__q2,int_max_140
20191113_1045_94-1_L_A__novel_object__q3,int_max_140
20191113_1045_94-1_L_A__novel_object__q4,int_max_150
20191113_1045_94-1_L_A__open_field__q1,no_bg_sub_area_min_10_int_max_150
20191113_1045_94-1_L_A__open_field__q2,no_bg_sub_area_min_10_int_max_150
20191113_1045_94-1_L_A__open_field__q3,no_bg_sub_area_min_10_int_max_150
20191113_1045_94-1_L_A__open_field__q4,no_bg_sub_area_min_10_int_max_150
20191113_1233_79-2_L_A__novel_object__q1,no_bg_sub_int_max_160
20191113_1233_79-2_L_A__novel_object__q2,int_max_140
20191113_1233_79-2_L_A__novel_object__q3,int_max_140
20191113_1233_79-2_L_A__novel_object__q4,no_bg_sub_int_max_160
20191113_1233_79-2_L_A__open_field__q1,no_bg_sub_area_min_10_int_max_150
20191113_1233_79-2_L_A__open_field__q2,no_bg_sub_area_min_10_int_max_150
20191113_1233_79-2_L_A__open_field__q3,no_bg_sub_area_min_10_int_max_150
20191113_1233_79-2_L_A__open_field__q4,no_bg_sub_area_min_10_int_max_150
20191113_1247_106-1_R_A__novel_object__q1,int_max_160_area_min_25
20191113_1247_106-1_R_A__novel_object__q2,int_max_160_area_min_25
20191113_1247_106-1_R_A__novel_object__q3,no_bg_sub_int_max_180_area_min_100
20191113_1247_106-1_R_A__novel_object__q4,no_bg_sub_int_max_180_area_min_100
20191113_1247_106-1_R_A__open_field__q1,no_bg_sub_area_min_10
20191113_1247_106-1_R_A__open_field__q2,no_bg_sub_area_min_10
20191113_1247_106-1_R_A__open_field__q3,no_bg_sub_area_min_10
20191113_1247_106-1_R_A__open_field__q4,no_bg_sub_area_min_10_int_max_150
20191113_1302_53-2_L_A__novel_object__q1,int_max_140
20191113_1302_53-2_L_A__novel_object__q2,default
20191113_1302_53-2_L_A__novel_object__q3,no_bg_sub
20191113_1302_53-2_L_A__novel_object__q4,int_max_140
20191113_1302_53-2_L_A__open_field__q1,no_bg_sub_area_min_10
20191113_1302_53-2_L_A__open_field__q2,no_bg_sub_area_min_10
20191113_1302_53-2_L_A__open_field__q3,no_bg_sub_area_min_10_int_max_150
20191113_1302_53-2_L_A__open_field__q4,no_bg_sub_area_min_10_int_max_150
20191113_1317_140-3_R_A__novel_object__q1,no_bg_sub
20191113_1317_140-3_R_A__novel_object__q2,int_max_140
20191113_1317_140-3_R_A__novel_object__q3,no_bg_sub_int_max_180_area_min_100
20191113_1317_140-3_R_A__novel_object__q4,no_bg_sub_int_max_180_area_min_100
20191113_1317_140-3_R_A__open_field__q1,no_bg_sub_area_min_10_int_max_150
20191113_1317_140-3_R_A__open_field__q2,no_bg_sub_area_min_10_int_max_150
20191113_1317_140-3_R_A__open_field__q3,no_bg_sub_area_min_10_int_max_150
20191113_1317_140-3_R_A__open_field__q4,no_bg_sub_area_min_10_int_max_150
20191113_1332_106-2_L_A__novel_object__q1,int_max_140
20191113_1332_106-2_L_A__novel_object__q2,no_bg_sub_int_max_160
20191113_1332_106-2_L_A__novel_object__q3,int_max_140
20191113_1332_106-2_L_A__novel_object__q4,int_max_140
20191113_1332_106-2_L_A__open_field__q1,no_bg_sub_area_min_10_int_max_150
20191113_1332_106-2_L_A__open_field__q2,no_bg_sub_area_min_10
20191113_1332_106-2_L_A__open_field__q3,no_bg_sub_area_min_10_int_max_150
20191113_1332_106-2_L_A__open_field__q4,no_bg_sub_area_min_10_int_max_150
20191113_1345_80-1_R_A__novel_object__q1,int_max_140
20191113_1345_80-1_R_A__novel_object__q2,int_max_160_area_min_25
20191113_1345_80-1_R_A__novel_object__q3,int_max_150
20191113_1345_80-1_R_A__novel_object__q4,int_max_160_area_min_25
20191113_1345_80-1_R_A__open_field__q1,no_bg_sub_area_min_10_int_max_150
20191113_1345_80-1_R_A__open_field__q2,no_bg_sub_area_min_10
20191113_1345_80-1_R_A__open_field__q3,no_bg_sub_area_min_10_int_max_150
20191113_1345_80-1_R_A__open_field__q4,no_bg_sub_area_min_10
20191113_1401_58-2_L_A__novel_object__q1,no_bg_sub_int_max_160
20191113_1401_58-2_L_A__novel_object__q2,int_max_140
20191113_1401_58-2_L_A__novel_object__q3,int_max_160_area_min_25
20191113_1401_58-2_L_A__novel_object__q4,int_max_160_area_min_25
20191113_1401_58-2_L_A__open_field__q1,no_bg_sub_area_min_10
20191113_1401_58-2_L_A__open_field__q2,no_bg_sub_area_min_10
20191113_1401_58-2_L_A__open_field__q3,no_bg_sub_area_min_10_int_max_150
20191113_1401_58-2_L_A__open_field__q4,no_bg_sub_area_min_10_int_max_150
20191113_1415_117-1_R_A__novel_object__q1,int_max_140
20191113_1415_117-1_R_A__novel_object__q2,no_bg_sub_int_max_160
20191113_1415_117-1_R_A__novel_object__q3,int_max_160_area_min_25
20191113_1415_117-1_R_A__novel_object__q4,no_bg_sub
20191113_1415_117-1_R_A__open_field__q1,no_bg_sub_area_min_10_int_max_150
20191113_1415_117-1_R_A__open_field__q2,no_bg_sub_area_min_10
20191113_1415_117-1_R_A__open_field__q3,no_bg_sub_area_min_10_int_max_150
20191113_1415_117-1_R_A__open_field__q4,no_bg_sub_area_min_10
20191113_1430_110-2_L_A__novel_object__q1,int_max_140
20191113_1430_110-2_L_A__novel_object__q2,int_max_160_area_min_25
20191113_1430_110-2_L_A__novel_object__q3,int_max_140
20191113_1430_110-2_L_A__novel_object__q4,int_max_140
20191113_1430_110-2_L_A__open_field__q1,no_bg_sub_area_min_10
20191113_1430_110-2_L_A__open_field__q2,no_bg_sub_area_min_10
20191113_1430_110-2_L_A__open_field__q3,no_bg_sub_area_min_10_int_max_150
20191113_1430_110-2_L_A__open_field__q4,no_bg_sub_area_min_10
20191113_1444_72-2_R_A__novel_object__q1,int_max_160_area_min_25
20191113_1444_72-2_R_A__novel_object__q2,int_max_140
20191113_1444_72-2_R_A__novel_object__q3,no_bg_sub_int_max_160
20191113_1444_72-2_R_A__novel_object__q4,int_max_140
20191113_1444_72-2_R_A__open_field__q1,no_bg_sub_area_min_10_int_max_150
20191113_1444_72-2_R_A__open_field__q2,default
20191113_1444_72-2_R_A__open_field__q3,no_bg_sub_area_min_10
20191113_1444_72-2_R_A__open_field__q4,no_bg_sub_area_min_10
20191113_1458_137-4_L_A__novel_object__q1,int_max_150
20191113_1458_137-4_L_A__novel_object__q2,no_bg_sub_int_max_160
20191113_1458_137-4_L_A__novel_object__q3,int_max_140
20191113_1458_137-4_L_A__novel_object__q4,no_bg_sub_int_max_160
20191113_1458_137-4_L_A__open_field__q1,no_bg_sub_area_min_10
20191113_1458_137-4_L_A__open_field__q2,no_bg_sub_area_min_10_int_max_150
20191113_1458_137-4_L_A__open_field__q3,no_bg_sub_area_min_10
20191113_1458_137-4_L_A__open_field__q4,no_bg_sub_area_min_10_int_max_150
20191113_1513_23-2_R_A__novel_object__q1,default
20191113_1513_23-2_R_A__novel_object__q2,int_max_160_area_min_25
20191113_1513_23-2_R_A__novel_object__q3,int_max_140
20191113_1513_23-2_R_A__novel_object__q4,int_max_140
20191113_1513_23-2_R_A__open_field__q1,default
20191113_1513_23-2_R_A__open_field__q2,no_bg_sub_area_min_10
20191113_1513_23-2_R_A__open_field__q3,no_bg_sub_area_min_10
20191113_1513_23-2_R_A__open_field__q4,no_bg_sub_area_min_10_int_max_150
20191113_1527_21-2_L_A__novel_object__q1,int_max_140
20191113_1527_21-2_L_A__novel_object__q2,int_max_140
20191113_1527_21-2_L_A__novel_object__q3,int_max_160_area_min_25
20191113_1527_21-2_L_A__novel_object__q4,no_bg_sub_int_max_160
20191113_1527_21-2_L_A__open_field__q1,no_bg_sub
20191113_1527_21-2_L_A__open_field__q2,no_bg_sub_area_min_10_int_max_150
20191113_1527_21-2_L_A__open_field__q3,no_bg_sub_area_min_10_int_max_150
20191113_1527_21-2_L_A__open_field__q4,no_bg_sub_area_min_10
20191113_1542_138-1_R_A__novel_object__q1,int_max_140
20191113_1542_138-1_R_A__novel_object__q2,no_bg_sub
20191113_1542_138-1_R_A__novel_object__q3,no_bg_sub_int_max_180_area_min_100
20191113_1542_138-1_R_A__novel_object__q4,int_max_160_area_min_25
20191113_1542_138-1_R_A__open_field__q1,no_bg_sub
20191113_1542_138-1_R_A__open_field__q2,no_bg_sub_area_min_10_int_max_150
20191113_1542_138-1_R_A__open_field__q3,no_bg_sub_area_min_10
20191113_1542_138-1_R_A__open_field__q4,no_bg_sub_area_min_10
20191113_1557_22-1_L_A__novel_object__q1,no_bg_sub_int_max_180_area_min_100
20191113_1557_22-1_L_A__novel_object__q2,no_bg_sub
20191113_1557_22-1_L_A__novel_object__q3,no_bg_sub_int_max_160
20191113_1557_22-1_L_A__novel_object__q4,no_bg_sub
20191113_1557_22-1_L_A__open_field__q1,no_bg_sub_area_min_10
20191113_1557_22-1_L_A__open_field__q2,no_bg_sub_area_min_10_int_max_150
20191113_1557_22-1_L_A__open_field__q3,no_bg_sub_area_min_10_int_max_150
20191113_1557_22-1_L_A__open_field__q4,no_bg_sub_area_min_10
20191113_1611_29-1_R_A__novel_object__q1,int_max_160_area_min_25
20191113_1611_29-1_R_A__novel_object__q2,no_bg_sub_int_max_160
20191113_1611_29-1_R_A__novel_object__q3,int_max_150
20191113_1611_29-1_R_A__novel_object__q4,no_bg_sub_int_max_160
20191113_1611_29-1_R_A__open_field__q1,no_bg_sub_area_min_10
20191113_1611_29-1_R_A__open_field__q2,no_bg_sub_area_min_10_int_max_150
20191113_1611_29-1_R_A__open_field__q3,no_bg_sub_area_min_10_int_max_150
20191113_1611_29-1_R_A__open_field__q4,no_bg_sub_area_min_10_int_max_150
20191114_0937_iCab_L_A__novel_object__q1,int_max_160_area_min_25
20191114_0937_iCab_L_A__novel_object__q2,int_max_140
20191114_0937_iCab_L_A__novel_object__q3,int_max_140
20191114_0937_iCab_L_A__novel_object__q4,int_max_140
20191114_0937_iCab_L_A__open_field__q1,default
20191114_0937_iCab_L_A__open_field__q2,no_bg_sub_area_min_10_int_max_150
20191114_0937_iCab_L_A__open_field__q3,no_bg_sub_area_min_10
20191114_0937_iCab_L_A__open_field__q4,no_bg_sub_area_min_10_int_max_150
20191114_0952_4-1_R_A__novel_object__q1,int_max_160_area_min_25
20191114_0952_4-1_R_A__novel_object__q2,int_max_140
20191114_0952_4-1_R_A__novel_object__q3,int_max_160_area_min_25
20191114_0952_4-1_R_A__novel_object__q4,no_bg_sub
20191114_0952_4-1_R_A__open_field__q1,no_bg_sub_area_min_10
20191114_0952_4-1_R_A__open_field__q2,no_bg_sub_area_min_10
20191114_0952_4-1_R_A__open_field__q3,no_bg_sub_area_min_10_int_max_150
20191114_0952_4-1_R_A__open_field__q4,no_bg_sub_area_min_10
20191114_1008_20-1_L_A__novel_object__q1,no_bg_sub_int_max_160
20191114_1008_20-1_L_A__novel_object__q2,int_max_160_area_min_25
20191114_1008_20-1_L_A__novel_object__q3,no_bg_subint_max_175_area_min_200
20191114_1008_20-1_L_A__novel_object__q4,int_max_140
20191114_1008_20-1_L_A__open_field__q1,no_bg_sub_area_min_10
20191114_1008_20-1_L_A__open_field__q2,no_bg_sub_area_min_10
20191114_1008_20-1_L_A__open_field__q3,no_bg_sub_area_min_10_int_max_150
20191114_1008_20-1_L_A__open_field__q4,no_bg_sub_area_min_10
20191114_1023_7-2_R_A__novel_object__q1,no_bg_subint_max_175_area_min_200
20191114_1023_7-2_R_A__novel_object__q2,no_bg_sub_int_max_180_area_min_100
20191114_1023_7-2_R_A__novel_object__q3,no_bg_sub_int_max_180_area_min_100
20191114_1023_7-2_R_A__novel_object__q4,no_bg_sub_int_max_180
20191114_1023_7-2_R_A__open_field__q1,no_bg_sub_area_min_10_int_max_150
20191114_1023_7-2_R_A__open_field__q2,no_bg_sub_area_min_10
20191114_1023_7-2_R_A__open_field__q3,no_bg_sub_area_min_10
20191114_1023_7-2_R_A__open_field__q4,no_bg_sub_area_min_10
20191114_1040_8-2_L_A__novel_object__q1,no_bg_sub_int_max_160
20191114_1040_8-2_L_A__novel_object__q2,no_bg_sub
20191114_1040_8-2_L_A__novel_object__q3,no_bg_sub_int_max_160
20191114_1040_8-2_L_A__novel_object__q4,no_bg_sub
20191114_1040_8-2_L_A__open_field__q1,no_bg_sub_area_min_10_int_max_150
20191114_1040_8-2_L_A__open_field__q2,no_bg_sub_area_min_10_int_max_150
20191114_1040_8-2_L_A__open_field__q3,no_bg_sub_area_min_10
20191114_1040_8-2_L_A__open_field__q4,no_bg_sub_area_min_10
20191114_1058_30-1_R_A__novel_object__q1,int_max_140
20191114_1058_30-1_R_A__novel_object__q2,int_max_140
20191114_1058_30-1_R_A__novel_object__q3,area_min_150
20191114_1058_30-1_R_A__novel_object__q4,no_bg_sub
20191114_1058_30-1_R_A__open_field__q1,default
20191114_1058_30-1_R_A__open_field__q2,no_bg_sub_area_min_10
20191114_1058_30-1_R_A__open_field__q3,no_bg_sub_area_min_10
20191114_1058_30-1_R_A__open_field__q4,no_bg_sub_area_min_10
20191114_1113_40-2_L_A__novel_object__q1,int_max_140
20191114_1113_40-2_L_A__novel_object__q2,int_max_140
20191114_1113_40-2_L_A__novel_object__q3,int_max_150
20191114_1113_40-2_L_A__novel_object__q4,no_bg_subint_max_175_area_min_200
20191114_1113_40-2_L_A__open_field__q1,no_bg_sub_area_min_10_int_max_150
20191114_1113_40-2_L_A__open_field__q2,no_bg_sub_area_min_10_int_max_150
20191114_1113_40-2_L_A__open_field__q3,no_bg_sub_area_min_10_int_max_150
20191114_1113_40-2_L_A__open_field__q4,no_bg_sub_area_min_10
20191114_1129_32-2_R_A__novel_object__q1,area_min_25
20191114_1129_32-2_R_A__novel_object__q2,no_bg_sub_int_max_160
20191114_1129_32-2_R_A__novel_object__q3,no_bg_sub_int_max_180_area_min_100
20191114_1129_32-2_R_A__novel_object__q4,no_bg_sub_int_max_160
20191114_1129_32-2_R_A__open_field__q1,no_bg_sub_area_min_10
20191114_1129_32-2_R_A__open_field__q2,no_bg_sub_area_min_10_int_max_150
20191114_1129_32-2_R_A__open_field__q3,no_bg_sub_area_min_10
